point_id,old_value,new_value,basis
reas-epoch-mathl5-sonnet37-64k,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-sonnet37-64k,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
robo-terrain-anymal,assumed,source_estimate,"The route planner cited for this hike publishes 76 minutes for human hikers; the value is that published estimate converted to seconds, not a builder judgment."
sci-crystal-stability-gnome,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
robo-cube-dactyl,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
work-gdpval-47ef842d-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-47ef842d-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4b894ae3-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4b894ae3-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4b98ccce-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4b98ccce-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4c18ebae-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4c18ebae-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4c4dc603-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4c4dc603-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4d1a8410-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4d1a8410-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4d61a19a-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4d61a19a-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4de6a529-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-4de6a529-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5349dd7b-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5349dd7b-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-552b7dd0-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-552b7dd0-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-55ddb773-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-55ddb773-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-575f8679-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-575f8679-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-57b2cdf2-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-57b2cdf2-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-58ac1cc5-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-58ac1cc5-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5a2d70da-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5a2d70da-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5ad0c554-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5ad0c554-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5d0feb24-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5d0feb24-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5e2b6aab-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5e2b6aab-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
agen-epoch-swebench-glm5,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-kimik25,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
lang-epoch-simpleqa-glm47,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
lang-epoch-simpleqa-kimik25,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
reas-epoch-otis-glm47,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-otis-glm5,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
robo-pick-rt2,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
robo-package-helix,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-epoch-mathl5-mistrallarge2407,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-mistrallarge2407,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-mistrallarge2411,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-mistrallarge2411,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-mistralsmall2501,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-mistralsmall2501,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-mistralsmall2503,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-mistralsmall2503,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-ministral3b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-ministral8b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-mistralnemo,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-mistral7b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-mixtral8x7b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-mixtral8x22b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
sci-retrosynth-llm,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
robo-towel-pr2,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-epoch-mathl5-gemma2-9b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemma2-9b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemma2-27b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemma2-27b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gemma3-27b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gemma3-27b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-tulu3-70b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-tulu3-70b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-yi15-34b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-yi34b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
game-atari-dqn,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
game-atari-train-efficientzero,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
game-chess-alphazero,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-epoch-mathl5-gpt4-0613,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-gpt4-1106,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-gpt4-0125,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-gpt4turbo,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gpt4turbo,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gpt4o-0513,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gpt4o-0513,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-gpt4o-1120,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gpt4o-1120,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-llama32-90b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-llama32-90b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
sci-virology-vct-o3,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
robo-shirt-pi0,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
perc-cxr-chexnet,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
game-chess-move-maia,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-epoch-swebench-gemini25pro,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gpt41,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gpt51high,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-gpt52high,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-o3med,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-opus4,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-opus41,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-opus45,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-sonnet45,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
agen-epoch-swebench-sonnet46,assumed,source_estimate,Bin-weighted mean over the same OpenAI annotator difficulty estimates; the professional annotators the source recruited set the three closed bins that supply 94% of the value.
lang-epoch-simpleqa-gpt52xhigh,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
lang-epoch-simpleqa-sonnet46-32k,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
reas-epoch-otis-sonnet46-32k,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
game-go-alphagozero-1600,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
robo-binpick,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-epoch-mathl5-gpt41,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-gpt41,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-o3high,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-hermes70b,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-hermes70b,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-wizardlm2,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-mathl5-o1high,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-o1med,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-o1prev,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-o1prev,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-o1mini,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-o1mini,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-o3mini,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-o3mini,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-o4mini,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-o4mini,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
memo-book-needle-llama-128k,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
memo-nolima-llama-32k,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
sci-chip-floorplan-ariane-2022,assumed,llm_estimate_judgment,The note states the duration is the builder's own estimate with no measured timing donor and no source-published duration.
reas-epoch-mathl5-claude2,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-claude2,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-otis-claude21,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-haiku3,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-haiku3,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-haiku35,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-haiku35,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-opus3,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-opus3,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-sonnet3,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-sonnet3,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
reas-epoch-mathl5-sonnet35-0620,assumed,llm_estimate_judgment,An explicitly assumed 600-second active-effort budget chosen by the builder for an IMO-gold-level solver; the note rejects the MATH paper's timed session as a bad transfer.
reas-epoch-otis-sonnet35-0620,assumed,defined_duration,"Coordinator ruling 2026-09-13: the source defines a 3-hour mock AIME allowance for 15 questions; the 720 s per question apportions that window equally, so the duration is fixed by the work unit rather than estimated. Formerly classed llm_estimate_judgment by the relabel pass."
lang-epoch-simpleqa-haiku35,assumed,llm_estimate_judgment,"The three-minute value is the builder's assumption from inspecting the first 20 questions, explicitly not a measured annotation average."
work-gdpval-5f6c57dd-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-5f6c57dd-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-60221cd0-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-60221cd0-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-61717508-gpt5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
work-gdpval-61717508-opus5,assumed,llm_estimate_judgment,GDPval publishes no task durations and the notes state no inherited estimates were used; each value is the builder's own minute-by-minute decomposition of the inspected task prompt.
