point_id,file,old_value,new_value,basis
agen-epoch-swebench-sonnet37-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-sonnet46-1h4h,points.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet46-gt4h,points.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
game-balrog-crafter-llama32-1b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-llama32-3b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-llama31-8b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-claude35sonnet,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-qwen25-7b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-claude35haiku,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-mistralnemo,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-llama33-70b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-phi4,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-r1distillqwen32b,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-grok3,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
game-balrog-crafter-claudehaiku45,excluded.csv,assumed,llm_estimate_judgment,"The Crafter human release publishes step counts and no durations; seconds come from a 5 fps rate the builder inferred from run_gui.py's default, so the builder's step set the number."
agen-mirrorcode-gotree-py-opus4,excluded.csv,assumed,source_estimate,"Epoch published four MirrorCode contributors' estimates for gotree (blog footnote 20, paper section 4); the value is their mean converted to active hours, so the source made the duration judgment."
agen-mirrorcode-gotree-py-opus41,excluded.csv,assumed,source_estimate,"Epoch published four MirrorCode contributors' estimates for gotree (blog footnote 20, paper section 4); the value is their mean converted to active hours, so the source made the duration judgment."
agen-mirrorcode-pkl-c-opus46,excluded.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-pkl-py-opus46,excluded.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
agen-mirrorcode-pkl-rust-opus46,excluded.csv,assumed,llm_estimate_judgment,"The source publishes no duration estimate for this target; the value is the builder's transfer of gotree's implied rate, 19.5 active hours per 1,000 reference lines of code."
perc-hourvideo-gemini15pro-tasklevel,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
perc-hourvideo-gemini15pro-individual,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
agen-epoch-swebench-dsv4promax-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-dsv4promax-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gemini25pro-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini25pro-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gemini31pro-ct-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3flash-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gemini3pro-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-glm5-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt41-15m1h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt41-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt41-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt4o1120-15m1h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt4o1120-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt4o1120-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt51codex-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51high-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt51high-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt52high-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5high-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5med-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5med-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-gpt5mini-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-gpt5mini-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-kimik25-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-kimik26-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-o3med-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-o3med-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
agen-epoch-swebench-opus4-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-qwen37max-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet37-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet45-1h4h,excluded.csv,assumed,source_estimate,"SWE-bench Verified difficulty bin chosen by the professional annotators OpenAI recruited, so the source made and published the duration estimate; the row's value is the arithmetic midpoint of that source-defined closed interval."
agen-epoch-swebench-sonnet45-gt4h,excluded.csv,assumed,llm_estimate_judgment,"The source's annotators set only an open lower bound (>4 hours); the 6-hour value was chosen here after inspecting the three instances, so the builder's judgment set the number."
work-apex-agents-gemini35flash,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-gpt56terra,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-gpt56luna,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
work-apex-agents-gptoss120b,excluded.csv,transferred_timings,llm_estimate_from_data,Former transferred_timings: the builder mapped recorded timings from another task or population onto this row; renamed mechanically under the five-value scheme.
