point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
work-gdpval-11dcc268-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-11dcc268-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-15d37511-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-15d37511-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-1d4672c8-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-1d4672c8-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-2c249e0f-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-2c249e0f-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-3f821c2d-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-3f821c2d-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-401a07f1-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-401a07f1-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-403b9234-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-403b9234-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-40a8c4b1-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-40a8c4b1-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-40a99a31-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-40a99a31-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4122f866-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4122f866-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-41f6ef59-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-41f6ef59-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4520f882-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4520f882-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-45c6237b-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-45c6237b-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-46b34f78-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-46b34f78-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-46bc7238-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-46bc7238-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-46fc494e-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-46fc494e-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-476db143-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-476db143-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-47ef842d-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-47ef842d-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4b894ae3-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4b894ae3-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4b98ccce-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4b98ccce-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4c18ebae-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4c18ebae-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4c4dc603-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4c4dc603-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4d1a8410-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4d1a8410-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4d61a19a-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4d61a19a-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-4de6a529-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-4de6a529-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-5349dd7b-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-5349dd7b-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-552b7dd0-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-552b7dd0-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-55ddb773-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-55ddb773-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-575f8679-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-575f8679-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
work-gdpval-57b2cdf2-gpt5,0.762,reported,2025-09-25,,not_available,"GDPval paper (arXiv 2510.04374) Table 2 and Appendix A.2.4: gold-subset mean expert cost HC=$361 and gpt-5 naive cost improvement 474x give MC=361/474=0.76160 per task; footnote 8 states MC is the average invoiced API cost per task over the three collected completions. Same per-task unit as compute_flops, which the Codex note inverts from this same figure."
work-gdpval-57b2cdf2-opus5,6.5634,list_price,2026-09-12,,not_available,"Artificial Analysis GDPval-AA v2 record claude-opus-5, retained as dataset/sources/gdpval/fetched/aa-opus5-record.json (page fetched 2026-09-12): gdpval token counts input 1443328948, cacheableInput 1407667015, answer 12091348, reasoning 9300465, with cacheHitRate 0.996663404781368, over 220 tasks. Priced at Anthropic list rates for claude-opus-5-max (input 5.00, cache read 0.50, cache write 6.25, output 25.00 USD/M; research/cost/list-prices.csv, sheet from 2026-07-24). Same token decomposition and 220-task normalization as compute_flops."
