point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
reas-strawberry-gpt5-nano,0.000179,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 16 in + 445.12 out tokens at 0.05/0.4 USD per Mtok."
reas-strawberry-gemini25-flash,0.000047,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Gemini 2.5 Flash is at its GA sheet, not the preview split thinking rate. Priced 10 in + 17.79 out tokens at 0.3/2.5 USD per Mtok."
reas-strawberry-gemini25-pro,0.003102,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 10 in + 308.97 out tokens at 1.25/10.0 USD per Mtok."
reas-strawberry-kimi-k2,0.000911,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; the retained dataset gives native per-call prompt and completion counts, and the row is their mean. Priced at the model's first-party list sheet in force that day. OpenRouter's routed upstream provider is not retained. Priced 28.34 in + 357.73 out tokens at 0.6/2.5 USD per Mtok."
reas-strawberry-gpt-oss120b,0.000100,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; native prompt and completion counts are retained and the row is their mean. No first-party per-token sheet exists for gpt-oss, so the Together serverless rate in list-prices.csv is used; OpenRouter's routed host is not retained, so this is the published rate for the model rather than the billed route. Priced 78.68 in + 147.82 out tokens at 0.15/0.6 USD per Mtok."
reas-strawberry-gpt-oss20b,0.000042,list_price,2025-08-10,,not_available,"Max Woolf ran 100 fresh OpenRouter calls per model on 2025-08-10; native prompt and completion counts are retained and the row is their mean. No first-party per-token sheet exists for gpt-oss, so the Together serverless rate in list-prices.csv is used; OpenRouter's routed host is not retained, so this is the published rate for the model rather than the billed route. Priced 77.58 in + 188.45 out tokens at 0.05/0.2 USD per Mtok."
reas-math-minerva62b-greedy,,not_available,,,not_available,Minerva was never sold through a per-token API; list-prices.csv carries it as not_api_served.
reas-math-minerva62b-majority256,,not_available,,,not_available,Minerva was never sold through a per-token API; list-prices.csv carries it as not_api_served.
memo-ruler-passkey-4096-llama31-8b,,not_available,,,not_available,RULER ran Llama 3.1 8B under self-hosted vLLM (paper section 4); no API billing and no released usage records.
memo-ruler-passkey-131072-llama31-8b,,not_available,,,not_available,RULER ran Llama 3.1 8B under self-hosted vLLM (paper section 4); no API billing and no released usage records.
reas-lean-minif2f-deepseekprov2-cot32,,not_available,,,not_available,"Open-weight research checkpoint the source ran itself; list-prices.csv carries it as self_hosted, with no published per-token rate."
reas-gsm8k-qwen25math15b-batched,,not_available,,,not_available,"Open-weight research checkpoint the source ran itself; list-prices.csv carries it as self_hosted, with no published per-token rate."
short-one-plus-one-gpt-5,0.001734,list_price,2025-08-23,,not_available,"LRMTokenEconomy retains native completion_tokens for each of five calls (reasoning already inside); the row is their mean. Native input counters were not saved, so the note's tiktoken reconstruction of the fixed prompt (23 positions, 0.000029 USD) is excluded from this figure rather than priced, following the same convention as other-a-l.csv. The figure is therefore a lower bound understated by 1.6%. Priced 173.4 output tokens at 10.0 USD per Mtok."
short-bridge-torch-easy-10m-gpt-5,0.024892,list_price,2025-08-23,,not_available,"LRMTokenEconomy retains native completion_tokens for each of five calls (reasoning already inside); the row is their mean. Native input counters were not saved, so the note's tiktoken reconstruction of the fixed prompt (87 positions, 0.000109 USD) is excluded from this figure rather than priced, following the same convention as other-a-l.csv. The figure is therefore a lower bound understated by 0.4%. Priced 2489.2 output tokens at 10.0 USD per Mtok."
short-one-plus-one-o3-mini-high,0.000543,list_price,2025-07-23,,not_available,"LRMTokenEconomy retains native completion_tokens for each of five calls (reasoning already inside); the row is their mean. Native input counters were not saved, so the note's tiktoken reconstruction of the fixed prompt (23 positions, 0.000025 USD) is excluded from this figure rather than priced, following the same convention as other-a-l.csv. The figure is therefore a lower bound understated by 4.5%. Priced 123.4 output tokens at 4.4 USD per Mtok."
short-bridge-torch-easy-10m-o3-mini-high,0.007092,list_price,2025-07-23,,not_available,"LRMTokenEconomy retains native completion_tokens for each of five calls (reasoning already inside); the row is their mean. Native input counters were not saved, so the note's tiktoken reconstruction of the fixed prompt (87 positions, 0.000096 USD) is excluded from this figure rather than priced, following the same convention as other-a-l.csv. The figure is therefore a lower bound understated by 1.3%. Priced 1611.8 output tokens at 4.4 USD per Mtok."
writing-news-summary-textdavinci002,,not_available,,4.00,reported_payment,"Zhang et al. release the 76 articles and model summaries but no usage counters; the row's tokens are a p50k_base reconstruction (mean 1,001.0921 in, 56.5 visible out plus 2 assumed stop/newline positions). Left blank to match other-a-l.csv. For reference, at text-davinci-002's single 20.00 USD per Mtok usage rate that reconstruction is 0.021192 USD. Human: Zhang et al. 4.1 states ""we pay our writers $4 for every article they summarize"" - the same unit as human_time (one freelance-written summary of one supplied article)."
writing-chatgpt-gec-conll14-17,,not_available,,,not_available,"Answers were produced in the free ChatGPT web preview, which was not token-metered; list-prices.csv carries chatgpt-gpt35-2022 as not_api_served. Human (Noy-Zhang): participants got a 10 USD base for the whole survey plus 1 USD per grade point per essay (up to 14 USD), averaging 18.3 USD per participant across two writing tasks - the supplement states no payment for one task, so it cannot be isolated to this row's unit."
physical-dave2-steering-minute,,not_available,,,not_available,Operation-count row on a research/in-product model never sold through a per-token API; list-prices.csv carries it as not_api_served.
