session_guid,harness,effort,environment,page_rhae_pct,config,model,game_id,api_score,levels_completed,level_count,actions,resets,state,level_scores,level_actions,level_baseline_actions,open_at,last_update
8f1af2d8-a873-45cf-b6f2-54d1e6720461,standard,low,CD82,0.0,openai-gpt-6-astra-low,gpt-6-astra,cd82-fb555c5d,0,0,6,275,3,GAME_OVER,"[0, 0, 0, 0, 0, 0]","[275, 0, 0, 0, 0, 0]","[55, 8, 41, 21, 23, 23]",2026-08-31T11:44:14.703185Z,2026-08-31T12:10:04.37447Z
07645bfc-90b8-4f63-8fb9-7c723bfbe55e,standard,none,CD82,70.2,openai-gpt-6-astra-none,gpt-6-astra,cd82-fb555c5d,70.23657978864932,6,6,173,0,WIN,"[115, 25, 115, 28.994082840236686, 38.641344046749445, 109.29752066115701]","[31, 16, 28, 39, 37, 22]","[55, 8, 41, 21, 23, 23]",2026-08-31T12:32:20.270655Z,2026-08-31T12:58:33.318046Z
be78fcef-1244-4cf8-b680-0a5e4e8f9afe,standard,max,WA30,80.0,openai-gpt-6-astra-max,gpt-6-astra,wa30-ee6fef47,80,8,9,1032,6,GAME_OVER,"[115, 115, 115, 115, 115, 115, 45.59135071955585, 115, 0]","[26, 50, 80, 76, 109, 50, 117, 121, 403]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T10:06:59.541681Z,2026-08-31T22:08:39.898746Z
92bede89-1a0f-4e6b-b77c-5edc979e1a88,standard,xhigh,WA30,59.1,openai-gpt-6-astra-xhigh,gpt-6-astra,wa30-ee6fef47,59.118494300213285,8,9,1934,15,GAME_OVER,"[115, 115, 115, 115, 115, 115, 6.4112836949375405, 25.056657205629417, 0]","[32, 52, 80, 64, 243, 46, 312, 883, 222]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T10:26:27.790625Z,2026-08-31T22:26:36.203419Z
fc9909e5-3310-4c4f-9e94-0b8303905a69,standard,high,WA30,46.7,openai-gpt-6-astra-high,gpt-6-astra,wa30-ee6fef47,46.666666666666664,6,9,815,3,NOT_FINISHED,"[115, 115, 115, 115, 115, 115, 0, 0, 0]","[32, 52, 80, 85, 125, 46, 395, 0, 0]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T10:59:29.008599Z,2026-08-31T13:11:25.411911Z
8874765c-d46e-4d1a-a48f-5f906ff6bc82,standard,medium,WA30,46.7,openai-gpt-6-astra-medium,gpt-6-astra,wa30-ee6fef47,46.666666666666664,6,9,929,4,GAME_OVER,"[115, 115, 115, 115, 115, 115, 0, 0, 0]","[30, 57, 76, 83, 241, 47, 395, 0, 0]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T11:38:46.814937Z,2026-08-31T13:58:22.721656Z
a1c15e91-d2ff-46db-9968-a52f0995f061,standard,low,WA30,42.7,openai-gpt-6-astra-low,gpt-6-astra,wa30-ee6fef47,42.70471238664398,6,9,1585,9,GAME_OVER,"[115, 115, 115, 113.46880907372403, 17.56736422081662, 115, 0, 0, 0]","[27, 55, 85, 92, 878, 53, 395, 0, 0]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T12:20:11.706982Z,2026-08-31T16:52:10.377301Z
931294a6-d505-4131-88c9-f98a4c83b857,standard,none,WA30,80.0,openai-gpt-6-astra-none,gpt-6-astra,wa30-ee6fef47,80,8,9,2672,29,GAME_OVER,"[115, 115, 115, 115, 115, 115, 115, 115, 0]","[31, 57, 80, 53, 120, 59, 61, 136, 2075]","[71, 119, 183, 98, 368, 68, 79, 442, 415]",2026-08-31T13:12:20.269353Z,2026-08-31T21:27:30.182586Z
fcc4f8b7-01e5-4009-923d-1c7d1fcae9fe,standard,max,RE86,77.8,openai-gpt-6-astra-max,gpt-6-astra,re86-8af5384d,77.77777777777779,7,8,840,1,NOT_FINISHED,"[115, 115, 115, 115, 115, 115, 115, 0]","[20, 36, 47, 44, 77, 70, 115, 431]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-08-31T09:59:59.231175Z,2026-08-31T22:00:06.785013Z
20128458-06e1-491e-9136-4488a0323e78,standard,xhigh,RE86,77.8,openai-gpt-6-astra-xhigh,gpt-6-astra,re86-8af5384d,77.77777777777779,7,8,1484,5,NOT_FINISHED,"[115, 115, 115, 115, 115, 115, 115, 0]","[20, 36, 47, 44, 67, 54, 168, 1048]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-08-31T10:13:45.014841Z,2026-08-31T22:14:13.442633Z
d2e3f304-1af2-407b-bef9-17124b12c1a6,standard,high,RE86,77.8,openai-gpt-6-astra-high,gpt-6-astra,re86-8af5384d,77.77777777777779,7,8,1624,4,NOT_FINISHED,"[115, 115, 115, 115, 115, 115, 115, 0]","[20, 36, 47, 44, 67, 73, 132, 1205]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-08-31T10:41:51.076343Z,2026-08-31T20:10:14.156799Z
8713535f-4c7e-41f4-9f5e-a12556ebd308,standard,medium,RE86,58.3,openai-gpt-6-astra-medium,gpt-6-astra,re86-8af5384d,58.333333333333336,6,8,2429,8,GAME_OVER,"[115, 115, 115, 115, 115, 115, 0, 0]","[20, 36, 47, 54, 76, 76, 2120, 0]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-08-31T11:24:14.289068Z,2026-08-31T19:38:34.305892Z
12a6999f-d026-4e3c-aa13-448140dc0b7a,standard,low,RE86,58.3,openai-gpt-6-astra-low,gpt-6-astra,re86-8af5384d,58.333333333333336,6,8,2511,7,GAME_OVER,"[115, 115, 115, 115, 115, 115, 0, 0]","[20, 36, 47, 44, 148, 96, 2120, 0]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-08-31T12:00:19.132685Z,2026-08-31T19:27:56.163408Z
76088c94-1aed-43fe-b7f3-c09002866285,standard,none,RE86,58.3,openai-gpt-6-astra-none,gpt-6-astra,re86-8af5384d,58.333333333333336,6,8,2481,8,GAME_OVER,"[115, 115, 115, 115, 115, 115, 0, 0]","[20, 36, 58, 44, 133, 75, 2115, 0]","[26, 42, 86, 108, 189, 139, 424, 241]",2026-09-01T02:23:10.33572Z,2026-09-01T06:18:57.62241Z
36989e6c-72fc-4b22-a48b-1e7988df6477,standard,max,KA59,75.0,openai-gpt-6-astra-max,gpt-6-astra,ka59-38d34dbb,75,6,7,785,4,NOT_FINISHED,"[115, 91.42043705755617, 115, 115, 115, 115, 0]","[23, 114, 36, 45, 22, 95, 450]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T09:56:37.64738Z,2026-08-31T21:56:40.010268Z
bb590314-6b3d-4351-81e7-5d63eebda2da,standard,xhigh,KA59,75.0,openai-gpt-6-astra-xhigh,gpt-6-astra,ka59-38d34dbb,75,6,7,1673,11,NOT_FINISHED,"[115, 115, 115, 115, 115, 115, 0]","[24, 50, 34, 40, 20, 90, 1415]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T10:08:56.1028Z,2026-08-31T22:10:42.663284Z
a08157b0-1eab-4e71-b115-993426510415,standard,high,KA59,75.0,openai-gpt-6-astra-high,gpt-6-astra,ka59-38d34dbb,75,6,7,1573,10,GAME_OVER,"[115, 115, 115, 85.98347107438016, 115, 104.70524607896161, 0]","[24, 54, 34, 55, 20, 129, 1257]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T10:39:14.726231Z,2026-08-31T17:48:44.831072Z
c90d3435-89ea-4923-b6e9-59222eef6941,standard,medium,KA59,53.6,openai-gpt-6-astra-medium,gpt-6-astra,ka59-38d34dbb,53.57142857142857,5,7,898,5,GAME_OVER,"[115, 98.1900826446281, 115, 112.890625, 115, 0, 0]","[24, 110, 36, 48, 20, 660, 0]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T11:15:46.511843Z,2026-08-31T12:57:27.711796Z
fa159fc6-90fa-4e83-927e-cc0aacf907f8,standard,low,KA59,43.9,openai-gpt-6-astra-low,gpt-6-astra,ka59-38d34dbb,43.911670519291974,6,7,2226,11,GAME_OVER,"[115, 58.10064061812312, 51.59690537591748, 23.591836734693878, 115, 29.027905039566846, 0]","[12, 143, 71, 105, 20, 245, 1630]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T11:56:29.604323Z,2026-08-31T17:09:56.710412Z
4d1e6464-feb6-4d45-a284-be5a6b80f304,standard,none,KA59,53.6,openai-gpt-6-astra-none,gpt-6-astra,ka59-38d34dbb,53.57142857142857,5,7,876,4,GAME_OVER,"[81.58168574401664, 115, 115, 115, 115, 0, 0]","[31, 64, 47, 47, 27, 660, 0]","[28, 109, 51, 51, 33, 132, 326]",2026-08-31T12:43:18.966127Z,2026-08-31T14:46:09.052358Z
43f00290-8c55-4f09-9016-7c8f6709e9b7,standard,max,VC33,73.3,openai-gpt-6-astra-max,gpt-6-astra,vc33-5430563c,73.2927599611273,6,7,607,2,NOT_FINISHED,"[48.99999999999999, 115, 115, 115, 115, 65.5328798185941, 0]","[10, 7, 23, 22, 84, 42, 419]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T10:06:47.906956Z,2026-08-31T22:07:14.602435Z
27f86735-05b2-427a-ac77-e611512d0f95,standard,xhigh,VC33,35.7,openai-gpt-6-astra-xhigh,gpt-6-astra,vc33-5430563c,35.714285714285715,4,7,723,3,GAME_OVER,"[40.49586776859504, 115, 115, 115, 0, 0, 0]","[11, 8, 24, 25, 655, 0, 0]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T10:25:20.779352Z,2026-08-31T14:35:44.358163Z
5b89e390-bf8e-4641-938e-5ed41114f859,standard,high,VC33,50.7,openai-gpt-6-astra-high,gpt-6-astra,vc33-5430563c,50.710648449455825,6,7,1099,6,NOT_FINISHED,"[40.49586776859504, 115, 115, 115, 44.21912442990028, 20.55111111111111, 0]","[11, 10, 24, 22, 197, 75, 760]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T10:58:01.061923Z,2026-08-31T17:30:08.371611Z
861fb822-6ee7-40d9-91c3-143b7492cad5,standard,medium,VC33,41.6,openai-gpt-6-astra-medium,gpt-6-astra,vc33-5430563c,41.630381344541185,5,7,551,4,GAME_OVER,"[34.027777777777786, 115, 115, 115, 19.324579973875046, 0, 0]","[12, 8, 24, 39, 298, 170, 0]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T11:37:42.651745Z,2026-08-31T13:02:34.127944Z
26ee284a-0cb0-4ad6-8af2-ca95282d1116,standard,low,VC33,53.6,openai-gpt-6-astra-low,gpt-6-astra,vc33-5430563c,53.57142857142857,5,7,338,3,NOT_FINISHED,"[48.99999999999999, 115, 115, 115, 115, 0, 0]","[10, 9, 26, 42, 81, 170, 0]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T12:16:34.374386Z,2026-08-31T12:56:43.019556Z
0a824dda-cac4-4ec8-80f1-e9a6e664abd0,standard,none,VC33,35.7,openai-gpt-6-astra-none,gpt-6-astra,vc33-5430563c,35.714285714285715,4,7,756,3,GAME_OVER,"[15.123456790123457, 115, 115, 115, 0, 0, 0]","[18, 8, 25, 50, 655, 0, 0]","[7, 18, 44, 61, 131, 34, 152]",2026-08-31T13:11:42.678943Z,2026-08-31T14:59:56.914971Z
d453ad9d-77ac-4228-a0a7-2cad831dd93c,standard,max,M0R0,71.4,openai-gpt-6-astra-max,gpt-6-astra,m0r0-492f87ba,71.42857142857143,5,6,741,21,NOT_FINISHED,"[115, 115, 115, 115, 115, 0]","[15, 23, 73, 13, 43, 574]","[30, 111, 203, 26, 500, 237]",2026-08-31T09:59:21.396618Z,2026-08-31T21:59:25.617158Z
cc8fd16a-4b62-4922-8eee-d9f6b276baa7,standard,xhigh,M0R0,71.4,openai-gpt-6-astra-xhigh,gpt-6-astra,m0r0-492f87ba,71.42857142857143,5,6,1350,16,GAME_OVER,"[115, 115, 115, 115, 115, 0]","[15, 23, 67, 15, 45, 1185]","[30, 111, 203, 26, 500, 237]",2026-08-31T10:11:10.374594Z,2026-08-31T17:53:58.052935Z
ba38abe6-03e8-4605-8e39-9fe75f4e7e1f,standard,high,M0R0,71.4,openai-gpt-6-astra-high,gpt-6-astra,m0r0-492f87ba,71.42857142857143,5,6,1376,16,GAME_OVER,"[115, 115, 115, 115, 115, 0]","[15, 23, 98, 12, 43, 1185]","[30, 111, 203, 26, 500, 237]",2026-08-31T10:40:40.725917Z,2026-08-31T16:22:27.358621Z
13faf981-168a-4392-9254-b457242117a7,standard,medium,M0R0,67.6,openai-gpt-6-astra-medium,gpt-6-astra,m0r0-492f87ba,67.64632467668856,5,6,1845,15,GAME_OVER,"[115, 115, 13.524272736819999, 115, 115, 0]","[15, 23, 552, 18, 52, 1185]","[30, 111, 203, 26, 500, 237]",2026-08-31T11:23:42.494352Z,2026-08-31T16:27:04.003195Z
d0cb8190-ded7-4707-b31f-5866ec7f8b2e,standard,low,M0R0,20.4,openai-gpt-6-astra-low,gpt-6-astra,m0r0-492f87ba,20.441823956027473,3,6,551,2,GAME_OVER,"[115, 115, 28.09276769219232, 0, 0, 0]","[15, 23, 383, 130, 0, 0]","[30, 111, 203, 26, 500, 237]",2026-08-31T11:58:54.076807Z,2026-08-31T13:09:50.040993Z
8823ac00-02e0-4313-8c56-e4fb3490fc42,standard,none,M0R0,71.4,openai-gpt-6-astra-none,gpt-6-astra,m0r0-492f87ba,71.42857142857143,5,6,1422,9,GAME_OVER,"[115, 115, 115, 115, 115, 0]","[17, 23, 133, 13, 51, 1185]","[30, 111, 203, 26, 500, 237]",2026-08-31T22:42:51.410767Z,2026-09-01T00:55:36.075228Z
f8c61b63-9b3c-4ad0-80ef-a5f9fcb5c330,standard,max,TN36,53.6,openai-gpt-6-astra-max,gpt-6-astra,tn36-ef4dde99,53.57142857142857,5,7,380,2,NOT_FINISHED,"[115, 115, 115, 115, 115, 0, 0]","[10, 51, 10, 15, 19, 275, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T10:04:12.938748Z,2026-08-31T19:59:50.279471Z
7c3f2685-337c-4a14-baef-5213e87072af,standard,xhigh,TN36,53.6,openai-gpt-6-astra-xhigh,gpt-6-astra,tn36-ef4dde99,53.57142857142857,5,7,355,2,GAME_OVER,"[115, 115, 115, 115, 115, 0, 0]","[10, 24, 10, 15, 21, 275, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T10:21:14.722201Z,2026-08-31T13:38:57.812684Z
d3f6af4c-c86b-4a4e-83fc-12ce425e5424,standard,high,TN36,53.6,openai-gpt-6-astra-high,gpt-6-astra,tn36-ef4dde99,53.57142857142857,5,7,425,3,GAME_OVER,"[115, 71.7508650519031, 115, 115, 115, 0, 0]","[8, 85, 21, 16, 20, 275, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T10:53:30.777905Z,2026-08-31T13:31:11.468277Z
f5682366-2008-4cdc-a8b9-187d9210c4bb,standard,medium,TN36,3.6,openai-gpt-6-astra-medium,gpt-6-astra,tn36-ef4dde99,3.571428571428571,1,7,369,5,GAME_OVER,"[115, 0, 0, 0, 0, 0, 0]","[9, 360, 0, 0, 0, 0, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T11:32:05.608099Z,2026-08-31T12:32:04.356714Z
8ee21d7f-7195-45ad-a271-408cdea4bad0,standard,low,TN36,53.6,openai-gpt-6-astra-low,gpt-6-astra,tn36-ef4dde99,53.57142857142857,5,7,394,2,GAME_OVER,"[115, 115, 52.160493827160494, 115, 115, 0, 0]","[8, 40, 36, 15, 20, 275, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T12:14:52.674823Z,2026-08-31T13:27:14.455757Z
c6618eab-65a4-4f17-84ce-d7b084c5213c,standard,none,TN36,42.3,openai-gpt-6-astra-none,gpt-6-astra,tn36-ef4dde99,42.26579751995923,5,7,496,3,GAME_OVER,"[115, 115, 115, 115, 6.688466111771701, 0, 0]","[9, 59, 10, 27, 116, 275, 0]","[32, 72, 26, 40, 30, 55, 62]",2026-08-31T13:09:36.08608Z,2026-08-31T14:11:49.522751Z
14734864-b319-4b44-832f-64b997351be0,standard,max,SC25,47.6,openai-gpt-6-astra-max,gpt-6-astra,sc25-635fd71a,47.61904761904761,4,6,774,10,GAME_OVER,"[115, 73.46938775510203, 115, 115, 0, 0]","[17, 7, 12, 23, 715, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T10:01:38.487959Z,2026-08-31T19:36:59.838803Z
398883be-e832-4e90-95d1-53085a52afa6,standard,xhigh,SC25,47.6,openai-gpt-6-astra-xhigh,gpt-6-astra,sc25-635fd71a,47.61904761904761,4,6,805,11,GAME_OVER,"[115, 56.25, 115, 115, 0, 0]","[17, 8, 27, 38, 715, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T10:18:51.925245Z,2026-08-31T14:12:11.455475Z
fecbf496-9489-4361-85aa-43d59c18e5c6,standard,high,SC25,47.6,openai-gpt-6-astra-high,gpt-6-astra,sc25-635fd71a,47.61904761904761,4,6,824,12,GAME_OVER,"[115, 56.25, 115, 115, 0, 0]","[17, 8, 17, 67, 715, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T10:46:18.671475Z,2026-08-31T13:40:00.714168Z
ac6cbc86-a6b1-4e3b-a53f-ddbae20afbe0,standard,medium,SC25,38.3,openai-gpt-6-astra-medium,gpt-6-astra,sc25-635fd71a,38.26950471181241,4,6,866,12,GAME_OVER,"[115, 44.44444444444444, 115, 63.692677514792905, 0, 0]","[19, 9, 19, 104, 715, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T11:28:06.157862Z,2026-08-31T13:27:40.146934Z
845b135e-a772-42a4-9517-b0159c8397d9,standard,low,SC25,10.8,openai-gpt-6-astra-low,gpt-6-astra,sc25-635fd71a,10.833333333333334,2,6,183,2,GAME_OVER,"[115, 56.25, 0, 0, 0, 0]","[15, 8, 160, 0, 0, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T12:05:42.110021Z,2026-08-31T12:19:52.452997Z
b34dfc90-97d4-4e74-84c1-8dcdbb379494,standard,none,SC25,0.0,openai-gpt-6-astra-none,gpt-6-astra,sc25-635fd71a,0,0,6,180,2,GAME_OVER,"[0, 0, 0, 0, 0, 0]","[180, 0, 0, 0, 0, 0]","[36, 6, 32, 83, 143, 50]",2026-08-31T13:03:52.542745Z,2026-08-31T13:30:27.210267Z
68e24873-d70f-4115-8617-711e48454c15,standard,max,SU15,27.4,openai-gpt-6-astra-max,gpt-6-astra,su15-1944f8ab,27.37350783430824,5,9,293,6,GAME_OVER,"[115, 115, 115, 115, 16.361570508774143, 0, 0, 0, 0]","[10, 10, 20, 9, 89, 155, 0, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T10:01:49.495529Z,2026-08-31T16:15:48.69346Z
e1d55158-a894-4136-84cc-d8235d02cbb1,standard,xhigh,SU15,22.2,openai-gpt-6-astra-xhigh,gpt-6-astra,su15-1944f8ab,22.22222222222222,4,9,239,7,GAME_OVER,"[115, 115, 115, 115, 0, 0, 0, 0, 0]","[10, 18, 20, 11, 180, 0, 0, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T10:20:33.089274Z,2026-08-31T12:05:06.703453Z
e7485b74-daea-49cc-b711-b4f212662665,standard,high,SU15,41.6,openai-gpt-6-astra-high,gpt-6-astra,su15-1944f8ab,41.613198531261006,6,9,246,5,GAME_OVER,"[115, 115, 115, 115, 6.518786781349026, 115, 0, 0, 0]","[9, 10, 20, 13, 141, 13, 40, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T10:52:49.116837Z,2026-08-31T11:56:34.610157Z
18df947e-194c-42f1-b910-5fe9c4cb56f3,standard,medium,SU15,32.9,openai-gpt-6-astra-medium,gpt-6-astra,su15-1944f8ab,32.87372064692292,6,9,263,4,GAME_OVER,"[115, 115, 108.16000000000001, 115, 61.2476370510397, 7.266540642722117, 0, 0, 0]","[9, 15, 25, 13, 46, 115, 40, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T11:31:07.007853Z,2026-08-31T12:06:11.689918Z
982a8e19-26ee-46bd-add7-dd8fd4167705,standard,low,SU15,13.3,openai-gpt-6-astra-low,gpt-6-astra,su15-1944f8ab,13.333333333333334,3,9,636,10,GAME_OVER,"[100, 115, 115, 0, 0, 0, 0, 0, 0]","[22, 16, 23, 575, 0, 0, 0, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T12:13:49.762452Z,2026-08-31T13:17:32.334764Z
2eae011f-c86d-4168-981c-18b92a82cdcf,standard,none,SU15,7.7,openai-gpt-6-astra-none,gpt-6-astra,su15-1944f8ab,7.65000135004205,4,9,634,12,GAME_OVER,"[115, 21.301775147928996, 44.44444444444444, 13.328294280675232, 0, 0, 0, 0, 0]","[9, 91, 39, 315, 180, 0, 0, 0, 0]","[22, 42, 26, 115, 36, 31, 8, 40, 41]",2026-08-31T13:09:14.737952Z,2026-08-31T14:20:35.708259Z
549f92a6-c1d5-4990-a3c4-91323c1fc8e8,standard,max,SK48,19.7,openai-gpt-6-astra-max,gpt-6-astra,sk48-d8078629,19.738566848010073,4,8,733,5,NOT_FINISHED,"[115, 115, 115, 5.147101632090667, 0, 0, 0, 0]","[14, 35, 54, 454, 176, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T10:01:49.882521Z,2026-08-31T22:02:39.42703Z
dc0f674b-cf6a-4ba9-9fa4-2f523af0ee0f,standard,xhigh,SK48,12.1,openai-gpt-6-astra-xhigh,gpt-6-astra,sk48-d8078629,12.121729025451142,3,8,811,8,NOT_FINISHED,"[115, 115, 30.46074830541371, 0, 0, 0, 0, 0]","[14, 99, 183, 515, 0, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T10:19:29.919965Z,2026-08-31T16:20:48.013922Z
1213c906-4d8d-4ffc-a1cb-bf57e3c4c0d6,standard,high,SK48,19.4,openai-gpt-6-astra-high,gpt-6-astra,sk48-d8078629,19.374028028982544,4,8,1490,16,GAME_OVER,"[115, 115, 69.67420258179085, 35.86060032449973, 0, 0, 0, 0]","[16, 31, 121, 172, 1150, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T10:46:25.266008Z,2026-08-31T18:52:18.258506Z
5a23fda5-d30a-40c4-a4b5-99225ab97679,standard,medium,SK48,10.3,openai-gpt-6-astra-medium,gpt-6-astra,sk48-d8078629,10.319299991488727,3,8,922,4,NOT_FINISHED,"[115, 93.55012093523246, 23.13151927437642, 0, 0, 0, 0, 0]","[14, 183, 210, 515, 0, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T11:29:16.290819Z,2026-08-31T13:57:21.181201Z
19f35fa1-c1d3-4709-996e-7786a794661d,standard,low,SK48,21.1,openai-gpt-6-astra-low,gpt-6-astra,sk48-d8078629,21.114544546529476,4,8,1531,6,GAME_OVER,"[115, 115, 115, 17.530900918765287, 0, 0, 0, 0]","[14, 40, 81, 246, 1150, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T12:06:31.120106Z,2026-08-31T16:40:51.64707Z
72162659-ef8a-4b26-bd4e-0de66fe238d8,standard,none,SK48,11.1,openai-gpt-6-astra-none,gpt-6-astra,sk48-d8078629,11.07714004549687,3,8,1376,5,GAME_OVER,"[115, 5.705715550164729, 90.78853684585262, 0, 0, 0, 0, 0]","[14, 741, 106, 515, 0, 0, 0, 0]","[61, 177, 101, 103, 230, 181, 125, 92]",2026-08-31T13:04:03.971594Z,2026-08-31T16:38:16.311646Z
0beb41f9-31a2-499f-9d5a-64f187ae1edd,standard,max,LF52,10.9,openai-gpt-6-astra-max,gpt-6-astra,lf52-271a04aa,10.909090909090908,3,10,470,4,NOT_FINISHED,"[115, 115, 114.79591836734693, 0, 0, 0, 0, 0, 0, 0]","[8, 51, 56, 355, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T09:57:57.347793Z,2026-08-31T16:34:13.355001Z
14df5379-2e5a-41c4-8aa1-6a15834f2001,standard,xhigh,LF52,7.4,openai-gpt-6-astra-xhigh,gpt-6-astra,lf52-271a04aa,7.382816234023198,3,10,560,4,NOT_FINISHED,"[115, 115, 20.351630957091977, 0, 0, 0, 0, 0, 0, 0]","[8, 64, 133, 355, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T10:09:00.978779Z,2026-08-31T13:16:24.286119Z
421d608b-dc55-446e-8586-cdaac63ab75f,standard,high,LF52,10.9,openai-gpt-6-astra-high,gpt-6-astra,lf52-271a04aa,10.909090909090908,3,10,485,1,GAME_OVER,"[115, 115, 103.41855788566502, 0, 0, 0, 0, 0, 0, 0]","[8, 63, 59, 355, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T10:40:07.847962Z,2026-08-31T12:35:08.90075Z
94669e6d-1574-4e0f-a488-768c5f43f88e,standard,medium,LF52,2.9,openai-gpt-6-astra-medium,gpt-6-astra,lf52-271a04aa,2.9262503541065215,2,10,477,0,NOT_FINISHED,"[115, 22.971884737929344, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 169, 300, 0, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T11:18:48.772454Z,2026-08-31T12:05:21.136929Z
a23e4a57-c4c7-48b8-9c9d-2a1ce82eb2e3,standard,low,LF52,2.2,openai-gpt-6-astra-low,gpt-6-astra,lf52-271a04aa,2.2407711006840407,2,10,707,1,NOT_FINISHED,"[115, 4.121205268811125, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 399, 300, 0, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T11:56:37.255946Z,2026-08-31T13:03:32.41125Z
83f88402-3d93-483f-a73d-3672d6a209d4,standard,none,LF52,5.5,openai-gpt-6-astra-none,gpt-6-astra,lf52-271a04aa,5.454545454545454,2,10,353,0,NOT_FINISHED,"[115, 115, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 45, 300, 0, 0, 0, 0, 0, 0, 0]","[32, 81, 60, 71, 205, 148, 244, 109, 164, 225]",2026-08-31T12:51:23.62145Z,2026-08-31T13:24:09.719772Z
4cdfd8b4-111e-4f56-a0fd-7ad8be6b9bf2,standard,max,TU93,3.1,openai-gpt-6-astra-max,gpt-6-astra,tu93-0768757b,3.063689646181229,2,9,232,38,GAME_OVER,"[111.41975308641976, 13.223140495867769, 0, 0, 0, 0, 0, 0, 0]","[18, 44, 170, 0, 0, 0, 0, 0, 0]","[19, 16, 34, 42, 123, 80, 14, 23, 111]",2026-08-31T10:04:55.036729Z,2026-08-31T12:15:49.626789Z
aec7506f-5519-436e-be84-9cb901cbc50c,standard,xhigh,TU93,6.7,openai-gpt-6-astra-xhigh,gpt-6-astra,tu93-0768757b,6.666666666666667,2,9,199,34,GAME_OVER,"[111.41975308641976, 115, 0, 0, 0, 0, 0, 0, 0]","[18, 11, 170, 0, 0, 0, 0, 0, 0]","[19, 16, 34, 42, 123, 80, 14, 23, 111]",2026-08-31T10:25:09.053289Z,2026-08-31T11:19:00.64717Z
e869af09-72bf-462f-8d94-05e1c7034750,standard,high,TU93,2.2,openai-gpt-6-astra-high,gpt-6-astra,tu93-0768757b,2.2222222222222223,1,9,98,13,GAME_OVER,"[111.41975308641976, 0, 0, 0, 0, 0, 0, 0, 0]","[18, 80, 0, 0, 0, 0, 0, 0, 0]","[19, 16, 34, 42, 123, 80, 14, 23, 111]",2026-08-31T10:57:02.191255Z,2026-08-31T11:09:19.046071Z
