model_id,model,registry,current_active_prior,proposed_active_central,proposed_low,proposed_high,total_parameters_if_known,architecture,basis_type,confidence,key_sources,change_vs_current,notes
o3-2025-04-16,"OpenAI o3, public April 2025 release",dataset,50000000000,50000000000,25000000000,120000000000,~2.1e12 (IKP),moe_unknown_sparsity,inference_economics,C,https://artificialanalysis.ai/providers/openai; https://x.com/OpenAIDevs/status/1932532777565446348; https://arxiv.org/abs/2604.24827,unchanged,"o3 is measured at 107 tok/s median and 152 tok/s on OpenAI's own API, comparable to GPT-4o, and OpenAI repriced it to $2/$8 - below GPT-4o's $10 output price - while stating the model was unchanged. A sustainable price below GPT-4o's bounds o3's active count at GPT-4o scale or smaller. IKP's 2.1T is a total-parameter reading and consistent with a sparser model at the same active size. No change."
o3-codeforces-checkpoint,o3 early Codeforces evaluation checkpoint,dataset,50000000000,50000000000,25000000000,120000000000,~2.1e12 (IKP),moe_unknown_sparsity,inference_economics,C,https://artificialanalysis.ai/providers/openai; https://x.com/OpenAIDevs/status/1932532777565446348; https://arxiv.org/abs/2604.24827,unchanged,"o3 is measured at 107 tok/s median and 152 tok/s on OpenAI's own API, comparable to GPT-4o, and OpenAI repriced it to $2/$8 - below GPT-4o's $10 output price - while stating the model was unchanged. A sustainable price below GPT-4o's bounds o3's active count at GPT-4o scale or smaller. IKP's 2.1T is a total-parameter reading and consistent with a sparser model at the same active size. No change."
gpt-5,GPT-5,dataset,100000000000,100000000000,40000000000,250000000000,6e11-2e12 (IKP),moe_unknown_sparsity,epoch_estimate,B,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://artificialanalysis.ai/providers/openai; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv,unchanged,"Epoch: ~100B active, classified 'mid-sized' from price, speed and industry trends, with Grok 2 (115B active) named as the comparable. Two checks. Training compute: Epoch records 6.6e25 FLOP (Speculative, CI 2e25-2e26); their note assumes 'at least 30 trillion tokens, possibly several times more', and C = 6ND gives 167B at 30T tokens and 83B at 60T. Throughput: GPT-5 at 76 tok/s against GPT-4o's 124, i.e. roughly 1.6x slower on better hardware, consistent with 80-150B active. IKP's 1.8T is a total-parameter reading and implies ~18x sparsity at 100B active, in line with gpt-oss-120b's disclosed 22.8x. No change."
gpt-5-high,GPT-5 high reasoning,dataset,100000000000,100000000000,40000000000,250000000000,6e11-2e12 (IKP),moe_unknown_sparsity,epoch_estimate,B,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://artificialanalysis.ai/providers/openai; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv,unchanged,"Epoch: ~100B active, classified 'mid-sized' from price, speed and industry trends, with Grok 2 (115B active) named as the comparable. Two checks. Training compute: Epoch records 6.6e25 FLOP (Speculative, CI 2e25-2e26); their note assumes 'at least 30 trillion tokens, possibly several times more', and C = 6ND gives 167B at 30T tokens and 83B at 60T. Throughput: GPT-5 at 76 tok/s against GPT-4o's 124, i.e. roughly 1.6x slower on better hardware, consistent with 80-150B active. IKP's 1.8T is a total-parameter reading and implies ~18x sparsity at 100B active, in line with gpt-oss-120b's disclosed 22.8x. No change."
gpt-5-metr,GPT-5 (METR configuration),dataset,100000000000,100000000000,40000000000,250000000000,6e11-2e12 (IKP),moe_unknown_sparsity,epoch_estimate,B,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://artificialanalysis.ai/providers/openai; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv,unchanged,"Epoch: ~100B active, classified 'mid-sized' from price, speed and industry trends, with Grok 2 (115B active) named as the comparable. Two checks. Training compute: Epoch records 6.6e25 FLOP (Speculative, CI 2e25-2e26); their note assumes 'at least 30 trillion tokens, possibly several times more', and C = 6ND gives 167B at 30T tokens and 83B at 60T. Throughput: GPT-5 at 76 tok/s against GPT-4o's 124, i.e. roughly 1.6x slower on better hardware, consistent with 80-150B active. IKP's 1.8T is a total-parameter reading and implies ~18x sparsity at 100B active, in line with gpt-oss-120b's disclosed 22.8x. No change."
gpt-5-chat,GPT-5 Chat (August 2025),dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5-codex,GPT-5-Codex,dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5.1-2025-11-13,GPT-5.1,dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5.2-2025-12-11,GPT-5.2,dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5-3-codex,GPT-5.3-Codex,dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5.4-2026-03-05,GPT-5.4 2026-03-05,dataset,100000000000,100000000000,40000000000,250000000000,3e11-2e12 (IKP),moe_unknown_sparsity,family_transfer,C,https://epochai.substack.com/p/notes-on-gpt-5-training-compute; https://arxiv.org/abs/2604.24827; https://epoch.ai/data/all_ai_models.csv; https://artificialanalysis.ai/providers/openai,unchanged,"GPT-5-family transfer of the 100B active estimate; no parameter disclosure and no Epoch parameter entry for any of these. IKP total-parameter readings within the family: GPT-5 1.8T, GPT-5.1 634B, GPT-5.2 571B, GPT-5.3 1.1T, GPT-5.4 1.1T - the point releases read SMALLER than GPT-5 itself, and the paper reads this literally ('the point releases share a similar parameter budget while GPT-5.5 is a genuine scale-up'). Since IKP measures total and the point releases are all priced at or near GPT-5's level, there is no basis to move any of them off the shared 100B active prior. No change."
gpt-5-mini-2025-08-07,GPT-5 mini 2025-08-07,dataset,20000000000,20000000000,10000000000,40000000000,~9.3e10 (IKP),moe_unknown_sparsity,family_transfer,C,https://epoch.ai/data/all_ai_models.csv; https://arxiv.org/abs/2604.24827; https://artificialanalysis.ai/providers/openai,unchanged,"Transferred from Epoch's 10-30B o4-mini range. Independent support: IKP reads 93B total (the paper's own discussion says 'GPT-5 Mini (est. 94B)'), which at ~10x sparsity is ~9B active and at ~5x is ~19B. Priced $0.25/$2 at 96 tok/s. cbowdon's benchmark regression says 149B, but that regression puts GPT-4o at 26B and GPT-5 at 635B, an ordering the serving data contradicts, so it gets little weight. No change."
gpt-5-nano,GPT-5 nano,dataset,8000000000,8000000000,3000000000,20000000000,~2.3e10 (IKP),moe_unknown_sparsity,family_transfer,C,https://arxiv.org/abs/2604.24827; https://artificialanalysis.ai/providers/openai,unchanged,"Priced $0.05/$0.40 per Mtok at 143 tok/s, the cheapest model in the lineup. IKP reads 23B total. No change."
gpt-5-6-sol,GPT-5.6 Sol,dataset,100000000000,150000000000,60000000000,400000000000,unknown,moe_unknown_sparsity,inference_economics,C,https://developers.openai.com/api/docs/models/gpt-5.6-sol; https://artificialanalysis.ai/providers/openai; https://epochai.substack.com/p/notes-on-gpt-5-training-compute,1.50x up,"OpenAI's own model page: Sol 'roughly corresponds to the unsuffixed model tier used in earlier GPT-5 families', which fixes the tier and licenses the GPT-5 anchor. The serving ladder then argues the tier itself has grown: Sol is $4/$20 per Mtok against GPT-5's $1.25/$10 (2x the output price eleven months later, on better hardware), and runs at 60 tok/s against GPT-5's 76. Applying a deliberately heavy shrinkage - active proportional to the SQUARE ROOT of the price ratio, to absorb margin, demand pricing and hardware generation - gives 100B x sqrt(2) = 141B, rounded to 150B. UP 1.5x - flagged, and sitting exactly on the reporting threshold."
gpt-oss-120b,gpt-oss-120b,dataset,5100000000,5130000000,5130000000,5130000000,1.1683e11,moe_128_experts_top4,disclosed,A,https://cdn.openai.com/pdf/419b6906-9da6-406c-a19d-1bb078ac7637/oai_gpt-oss_model_card.pdf; https://epoch.ai/data/all_ai_models.csv,unchanged,"Disclosed. Model card: 36 layers, 116.83B total, 5.13B active per token, 128 experts, top-4 routed; routed-expert and attention parameters count towards active, embeddings do not. Implied sparsity 22.8x. The dataset's rounded 5.1B is correct; 5.13B is the exact card figure. No change."
gpt-oss-20b,gpt-oss-20b,dataset,3600000000,3610000000,3610000000,3610000000,2.091e10,moe_32_experts_top4,disclosed,A,https://cdn.openai.com/pdf/419b6906-9da6-406c-a19d-1bb078ac7637/oai_gpt-oss_model_card.pdf; https://epoch.ai/data/all_ai_models.csv,unchanged,"Disclosed. Model card: 24 layers, 20.91B total, 3.61B active per token, top-4 routed. Implied sparsity 5.8x. The dataset already carries 3.6B with the exact figures in its note. No change."
codex-12b-research,Codex-12B,dataset,12000000000,12000000000,12000000000,12000000000,1.2e10,dense,reported,A,https://arxiv.org/abs/2107.03374; https://epoch.ai/data/all_ai_models.csv,unchanged,"Codex paper: 'a 12B parameter Codex solves 28.8% of these problems, and a 300M parameter Codex solves 13.2%'. Dense GPT-3-derived architecture, so total equals active. Epoch records 1.2e10 at 'Likely'. No change."
codex-2-5b-research,Codex-2.5B,dataset,2500000000,2500000000,2500000000,2500000000,2.5e9,dense,reported,A,https://arxiv.org/abs/2107.03374,unchanged,"Nominal published size from the Codex model-size sweep; dense, so total equals active. No change."
codex-300m-research,Codex-300M,dataset,300000000,300000000,300000000,300000000,3.0e8,dense,reported,A,https://arxiv.org/abs/2107.03374,unchanged,"Codex paper: 'a 300M parameter Codex solves 13.2% of these problems'. Dense, so total equals active. No change."
whisper_tiny_en,Whisper tiny.en,dataset,not_applicable,not_applicable,not_applicable,not_applicable,"3.9e7 (tiny.en, Whisper Table 1)",encoder_decoder,not_applicable,A,https://cdn.openai.com/papers/whisper.pdf; https://epoch.ai/data/all_ai_models.csv,,Not a decoder-only LM record: the dataset stores encoder and decoder parameters separately and sets active_parameters to not_applicable. Sizes are reported in Whisper Table 1 and reconstructible from the official code. Nothing to propose.
whisper_large_v2,Whisper large-v2,dataset,not_applicable,not_applicable,not_applicable,not_applicable,"1.55e9 (large-v2, Whisper Table 1)",encoder_decoder,not_applicable,A,https://cdn.openai.com/papers/whisper.pdf; https://epoch.ai/data/all_ai_models.csv,,"Not a decoder-only LM record; encoder and decoder parameters are stored separately. Epoch records Whisper v2 at 1.55e9 total, 'Likely'. Nothing to propose."
dactyl-adr-xxl-vision,Dactyl ADR (XXL) policy and three-camera vision model,dataset,not_applicable,not_applicable,not_applicable,not_applicable,unknown,rl_policy_plus_resnet,not_applicable,A,dataset research note only,,"Robotics policy plus three ResNet-50 vision towers, counted directly from the Dactyl paper tables; active_parameters is not_applicable and there is no token coefficient. Nothing to propose."
openai-five-finals-2019,"OpenAI Five Finals (April 13, 2019)",dataset,not_applicable,not_applicable,not_applicable,not_applicable,1.585e8,rl_recurrent_policy,not_applicable,A,https://epoch.ai/data/all_ai_models.csv,,"Shared recurrent Dota policy, 158,502,815 parameters counted directly; Epoch records 1.59e8 at 'Confident'. No token coefficient. Nothing to propose."
gpt-6-astra,GPT-6 Astra,claude-rows,100000000000,200000000000,70000000000,600000000000,unknown,moe_plus_recurrent_depth_unconfirmed,inference_economics,C,https://epoch.ai/models/gpt-6-astra; https://artificialanalysis.ai/providers/openai; https://magazine.sebastianraschka.com/p/gpt-6-astra-looped-transformers-and; https://www.transformernews.ai/p/what-is-neuralese-openai-astra-chain-of-thought-recurrent-depth; https://developers.openai.com/api/docs/models/gpt-5.6-sol,2.00x up,"Epoch's model page lists Parameters: Unknown and Training compute: Unknown. The serving ladder is the only usable evidence and it is unusually informative here, because price and serial speed respond to total FLOPs per emitted token regardless of whether the extra work comes from more parameters or more passes over the same parameters - which is exactly the quantity a 2-x-active-parameters coefficient stands in for. Astra is $10/$50 per Mtok, 2.5x GPT-5.6 Sol's $4/$20, and is the slowest model in the lineup at 50-54 tok/s across every reasoning-effort setting (Sol 60, GPT-5 76). Square-root shrinkage on the price ratio against the GPT-5 anchor gives 100B x sqrt(5) = 224B, rounded to 200B; the speed ladder points the same way. On recurrence: The Information reported a limited form of recurrent depth from a single anonymous source; OpenAI has not confirmed it, and Jakub Pachocki's only public statement is that Astra's computation-graph depth is 'within a factor of two of GPT-4'. Published looped models multiply block applications by 1.5x (SMELT, deliberately FLOP-neutral) to 4x (Ouro) to ~14x FLOP-equivalent (Huginn), so a unique-parameter count could undercount FLOPs per token badly - but the price-and-speed route already absorbs whatever multiplier applies. UP 2x - flagged."
gpt-5-6-luna,GPT-5.6 Luna,claude-rows,8000000000,8000000000,3000000000,20000000000,"~9.9e9 (IKP, via GPT-5.4 nano)",moe_unknown_sparsity,tier_statement,C,https://developers.openai.com/api/docs/models/gpt-5.6-luna; https://arxiv.org/abs/2604.24827; https://artificialanalysis.ai/providers/openai,unchanged,"OpenAI's own model page states Luna 'roughly corresponds to the nano model tier used in earlier GPT-5 families', and prices it at $0.20/$1.20 per Mtok - matching GPT-5.4 nano's $0.20/$1.25 almost exactly. The tier attribution is therefore OpenAI's own, not an inference. Note the nano tier repriced upward between GPT-5 nano ($0.05/$0.40) and the 2026 nano models ($0.20/$1.25), but Luna also carries a 1.05M context window against GPT-5 nano's 400K, and long-context KV traffic raises serving cost independently of parameter count. Against that, IKP reads GPT-5.4 nano - Luna's price-identical sibling - at only 9.9B TOTAL, the smallest OpenAI entry in the table, which argues the nano tier did not grow. The two considerations cancel. No change."
openai-ns-2026-09-internal,"OpenAI internal research model, Navier-Stokes effort (September 2026)",claude-rows,100000000000,200000000000,70000000000,800000000000,unknown,moe_plus_recurrent_depth_unconfirmed,family_transfer,C,https://epoch.ai/models/gpt-6-astra; https://magazine.sebastianraschka.com/p/gpt-6-astra-looped-transformers-and,2.00x up,"Never released, no price, no throughput, no disclosure. The dataset ties it to gpt-6-astra and describes it only as significantly more capable than Astra, so it should move with Astra. Held at parity with Astra rather than above it, because 'more capable' is a post-training and scaffolding claim as much as a scale claim, and the upper bound is widened instead. UP 2x - flagged."
