point_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,evidence
agen-metr3-swaa-alert10-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-alert10-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith1-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith1-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-arith10-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-arith10-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findconfig-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findconfig-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-findimage-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-findimage-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-o1,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-o1. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-swaa-route10-opus46,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 6 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-swaa-route10-opus46. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-claude35s,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-claude35s. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-claude37,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-claude37. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-dsr1,3.387643,reported,2025-06-18,,not_available,"METR reports generation_cost per run; mean over the 8 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/point-sections.md#agen-metr3-tex33b65b-dsr1. Blended 1.0102 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gemini3,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gemini3. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gpt3dv,0.618937,reported,2024-12-22,,not_available,"METR reports generation_cost per run; mean over the 8 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-0/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gpt3dv. Blended 2.0000 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gpt4,42.072370,reported,2025-06-04,,not_available,"METR reports generation_cost per run; mean over the 6 runs of this task/model, the same run set and statistic as compute_flops. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gpt4. Blended 60.7249 USD/M native tokens. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gpt4o,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gpt4o. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gpt5,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 4 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gpt5. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
agen-metr3-tex33b65b-gpt53codex,,not_available,,,not_available,"METR reports generation_cost 0.0 on all 8 runs: the TH1.1 Inspect importer leaves cost unset. tokens_count is an undecomposed source_total that includes cache reads and writes (research/metr/cache-accounting.md), so no input/output split is published and any list-price figure would be an estimate. agent-work/sources/metr/eval-analysis-public/reports/time-horizon-1-1/data/raw/runs.jsonl @52cb829; run set research/metr/metr-expanded-records.jsonl#agen-metr3-tex33b65b-gpt53codex. human_cost in the same release is human_minutes x 143.61 USD/h on every run in both exports, a wage derivation barred by COLUMNS.md"
