point_id,task,human_time,human_time_low,human_time_high,note,scenario_source,note_sentence
game-chess-train-maia1900,Learn chess to club strength: Maia 1900-bin network,5979471.539227384,5900400,8078400,research/chess-learning/chess-learning.md,hand_written,"The low end is the lower of the Charness and Gobet readings and the high end the flat-100-point rating bridge, which raises the human hours by 24% to 35% at the Maia ratings and by 2.3x at 2895."
game-chess-train-searchless270m,Learn chess to grandmaster-level blitz: Searchless Chess 270M,54768432.7409705,46605600,126972000,research/chess-learning/chess-learning.md,hand_written,"The low end is the lower of the Charness and Gobet readings and the high end the flat-100-point rating bridge, which raises the human hours by 24% to 35% at the Maia ratings and by 2.3x at 2895."
game-diplomacy-train-cicero,Learn Diplomacy to top-decile league standing,2160000,540000,7200000,research/skill-games-2/skill-games-2.md,note_scenario,"That gives 600 hours = 2,160,000 seconds, with a range of 150 to 2,000 hours from 50 games at 3 hours to 500 games at 4."
game-dota2-train-openaifive,Learn high-skill five-player Dota 2,40491360,29880000,91800000,research/games-training/games-training.md,note_scenario,"The scenarios are 8,300 hours at a standard deviation below the measured rate and 25,500 at ana's documented rate."
game-go-alphagozero-1600,Choose a Go move with 1600-search AlphaGo Zero,60,60,128.1,research/games-memory/games-tranche-3.md,clock_convention_2026-09-17,"Own clock is what the source measures; own clock plus the opponent's is the whole elapsed move cycle and therefore the ceiling. Lee's own clock is 60 s over 37 moves and AlphaGo's is 68.1 s, so full engagement on both is 128.1 s."
game-go-alphagozero-40block-1600,Choose a Go move with 1600-search AlphaGo Zero 40-block,60,60,128.1,research/alphago-zero/alphago-zero.md,clock_convention_2026-09-17,"Own clock is what the source measures; own clock plus the opponent's is the whole elapsed move cycle and therefore the ceiling. Lee's own clock is 60 s over 37 moves and AlphaGo's is 68.1 s, so full engagement on both is 128.1 s."
game-go-alphagozero-40block-policy,Choose a Go move with raw AlphaGo Zero policy,60,60,128.1,research/alphago-zero/alphago-zero.md,clock_convention_2026-09-17,"Own clock is what the source measures; own clock plus the opponent's is the whole elapsed move cycle and therefore the ceiling. Lee's own clock is 60 s over 37 moves and AlphaGo's is 68.1 s, so full engagement on both is 128.1 s."
game-go-alphagozero-40day-training,Learn Go from scratch: AlphaGo Zero40-day run,122400000,93600000,165600000,research/alphago-training/alphago-training.md,note_scenario,"The eight-hour active share inside the documented eleven-hour academy day is the method's one stipulation; at 6 and 11 hours the total is 26,000 and 46,000 hours."
game-mahjong-train-suphx,Learn four-player Mahjong to Tenhou 10 dan,4932623,2660400,9151200,research/skill-games-2/skill-games-2.md,note_scenario,"The climb takes a mean of 1,573 hanchan, 739 hours ... rerunning the ladder at a distribution halfway between chance and the mature one gives a mean of 5,422 hanchan and 2,542 hours. The two readings are both defensible and neither is privileged."
game-negotiation-fair2017-likelihood,Negotiate a three-item allocation,74.21875,38,119,research/negotiation/negotiation.md,note_scenario,Quick and deliberate component scenarios give 38-119 seconds for likelihood.
game-negotiation-fair2017-rl-rollouts,Negotiate a three-item allocation,74.21875,48,146,research/negotiation/negotiation.md,note_scenario,Quick and deliberate component scenarios give 48-146 seconds for RL+rollouts.
game-pokemon-crystal-gemini3pro-red,Complete Pokémon Crystal through defeating Red,43200,32400,64800,research/pokemon-agents/pokemon-crystal.md,note_scenario,A 9-18-hour sensitivity covers efficient repeat play through slower revisiting and preparation.
game-sc2-train-alphastar,Learn Grandmaster StarCraft II across three races,17075108.5714286,13500000,19602000,research/alphastar-training/alphastar-training.md,reargued_2026-09-16,"The low is the source median of the 35 histories, 1,250 hours a person; the high recomputes the mean with one further report at the observed 10,000-hour maximum, 1,815 hours."
game-searchless270m-lichess-puzzle,Solve a short chess tactics puzzle,35,15,90,research/searchless-chess/searchless-chess.md,note_scenario,"Use about 29 seconds to recognize the motif and verify the line, plus six seconds to enter and check its short continuation: 35 seconds, with 15- and 90-second alternatives."
game-stockfish13-puzzle-nodes2500,"Chess puzzle, 2,500 nodes per decision",35,15,90,research/stockfish13/stockfish13.md,note_scenario,15-90 seconds is a sensitivity range for easier or harder mixtures and continuation effort.
game-stockfish13-puzzle-nodes32000,"Chess puzzle, 32,000 nodes per decision",35,15,90,research/stockfish13/stockfish13.md,note_scenario,15-90 seconds is a sensitivity range for easier or harder mixtures and continuation effort.
lang-bbq-gpt4o,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-gpt4omini,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-llama31-405b,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-llama33-70b,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-o1,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-o1mini,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-o3mini,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-r1,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bbq-sonnet35,Answer a short social-context question,20,13,24,research/cost-of-pass/cost-of-pass.md,argued_2026-09-17,"The authors' up-to-two-minutes-per-five-examples allowance is 24 s; the floor reads 39.5 words at 240 words/minute, 9.9 s, plus three seconds to choose among the supplied options and check, 13 s."
lang-bigbench-parity-palm,"Distinguish known from unknowable facts, PaLM",30,15,90,research/exams-knowledge/exams-knowledge.md,note_scenario,"Human time is an assumed 30 seconds/question, with 15-90 seconds as a scenario."
lang-epoch-simpleqa-gemini31pro,SimpleQA-Verified factual lookup,180,115,260,research/epoch/simpleqa.md,reargued_2026-09-16,A plain lookup item runs about 90 seconds and a disambiguation item about ten minutes; at one long item in twenty the mean is 115 seconds and at one in three it is 260.
lang-epoch-simpleqa-gpt54xhigh,SimpleQA-Verified factual lookup,180,115,260,research/epoch/simpleqa.md,reargued_2026-09-16,A plain lookup item runs about 90 seconds and a disambiguation item about ten minutes; at one long item in twenty the mean is 115 seconds and at one in three it is 260.
lang-epoch-simpleqa-opus46-32k,SimpleQA-Verified factual lookup,180,115,260,research/epoch/simpleqa.md,reargued_2026-09-16,A plain lookup item runs about 90 seconds and a disambiguation item about ten minutes; at one long item in twenty the mean is 115 seconds and at one in three it is 260.
lang-epoch-simpleqa-qwen3thinking,SimpleQA-Verified factual lookup,180,115,260,research/epoch/simpleqa.md,reargued_2026-09-16,A plain lookup item runs about 90 seconds and a disambiguation item about ten minutes; at one long item in twenty the mean is 115 seconds and at one in three it is 260.
lang-essay-grade-bert,Score a persuasive student essay,200,120,300,research/essay-scoring/essay-scoring.md,note_scenario,A 120-300 second scenario covers quick familiar cases and difficult writing requiring rereading.
lang-exam-mmlu-gpt4,"MMLU question, GPT-4 base",90,45,125,research/exams-knowledge/exams-knowledge.md,reargued_2026-09-16,The 108-second MBE pace scaled by MMLU's 78.53-word items against the roughly 200-word MBE stems gives 45 seconds; the MBE pace whole with the one subject in five that calculates at three minutes gives 125.
lang-lacq-blimp-elcbert100m,Acquire English grammatical discrimination (ELC-BERT base),24120000,12600000,39600000,research/skill-acquisition-human-time.md,hand_written,"Restricting the count to strictly child-directed speech would lower it, and Hart and Risley's professional families, at about 2,150 words an hour addressed to the child, would raise it; 1 and 3 hours a day are the scenarios."
lang-lacq-blimp-gptbert100m,Acquire English grammatical discrimination (GPT-BERT base),25560000,13320000,39600000,research/skill-acquisition-human-time.md,hand_written,"Restricting the count to strictly child-directed speech would lower it, and Hart and Risley's professional families, at about 2,150 words an hour addressed to the child, would raise it; 1 and 3 hours a day are the scenarios."
lang-lacq-blimp-gptbert10m,Acquire English grammatical discrimination (GPT-BERT small),18720000,9720000,29520000,research/skill-acquisition-human-time.md,hand_written,"Restricting the count to strictly child-directed speech would lower it, and Hart and Risley's professional families, at about 2,150 words an hour addressed to the child, would raise it; 1 and 3 hours a day are the scenarios."
lang-lacq-blimp-lstm,Acquire English grammatical discrimination (Gulordava LSTM),9000000,4680000,14040000,research/skill-acquisition-human-time.md,hand_written,"Restricting the count to strictly child-directed speech would lower it, and Hart and Risley's professional families, at about 2,150 words an hour addressed to the child, would raise it; 1 and 3 hours a day are the scenarios."
lang-lacq-zorro-babyberta,Acquire child-vocabulary English grammatical contrasts (BabyBERTa),17640000,9360000,27720000,research/skill-acquisition-human-time.md,hand_written,"Restricting the count to strictly child-directed speech would lower it, and Hart and Risley's professional families, at about 2,150 words an hour addressed to the child, would raise it; 1 and 3 hours a day are the scenarios."
lang-lait-novel-opening-gpt54,Translate a novel opening into publishable literary English,72744,54558,219542,research/lait.md,reargued_2026-09-16,"The central moves to the donor mean plus one self-revision pass, because a first pass is not a publishable translation; the low is that first-pass-only transfer, the high the 125-words-an-hour trade guidance."
lang-mmlu-parity-expert,"MMLU question, Llama 3.1 405B Instruct",90,45,125,research/exams-knowledge/exams-knowledge.md,reargued_2026-09-16,The 108-second MBE pace scaled by MMLU's 78.53-word items against the roughly 200-word MBE stems gives 45 seconds; the MBE pace whole with the one subject in five that calculates at three minutes gives 125.
lang-patient-message-chatgpt2022,Answer a patient question,120,80,230,research/patient-message/human-time.md,reargued_2026-09-16,"The low adds the portal study's own medians, 21 seconds reading and 58 replying; the high is Ferguson's measured 3.83 minutes per portal message."
lang-rc-squad-bert,Answer a SQuAD reading-comprehension question,43,24,60,research/squad/squad.md,note_scenario,A reasonable duration sensitivity is 24-60 seconds for faster batched versus more deliberate reading.
lang-rc-squad-bert-base,Answer a SQuAD reading-comprehension question,43,24,60,research/squad/squad.md,note_scenario,A reasonable duration sensitivity is 24-60 seconds for faster batched versus more deliberate reading.
lang-rc-squad-bert-large-single,Answer a SQuAD reading-comprehension question,43,24,60,research/squad/squad.md,note_scenario,A reasonable duration sensitivity is 24-60 seconds for faster batched versus more deliberate reading.
lang-translate-chat-nllb33b-en-nl,Translate an English support-chat turn into Dutch,60,30,90,research/nllb/nllb.md,note_scenario,Scenarios 30-90 s cover a faster fluent chat translator and a slower careful professional.
lang-translate-zhen-microsoft-combo6,Translate a Chinese news sentence: Microsoft Combo-6,200,100,300,research/microsoft-translation/microsoft-translation.md,note_scenario,200 seconds remains the central estimate with 100-300 seconds as a meaningful alternative range.
lang-trivia-question-llm,"TriviaQA question, Llama 3.1 405B base",90,30,180,research/exams-knowledge/exams-knowledge.md,note_scenario,"Assume 90 seconds/question, including checking a source and entering the short answer, with 30-180 seconds as a scenario."
lang-xfer-pt-sabia65b,Improve Portuguese academic and cultural task performance (65B),360000,90000,1080000,research/sabia-learning/sabia.md,note_scenario,Human-time scenarios are 50-600 hours for 7B and 25-300 for 65B.
lang-xfer-pt-sabia7b,Improve Portuguese academic and cultural task performance (7B),720000,180000,2160000,research/sabia-learning/sabia.md,note_scenario,Human-time scenarios are 50-600 hours for 7B and 25-300 for 65B.
med-cxr-train-chexnet,Learn to read pneumonia on chest radiographs: CheXNet training run,396000.0,158400,576000,research/medical-learning/medical-learning.md,note_scenario,"Chest radiographs at the observed range of 1,789 to 6,561 rather than the mean: 44 to 160 hours on that row."
med-ecg-train-hannun,Learn to classify ambulatory ECG rhythms: Hannun 34-layer network training,684000.0,322830,718585,research/medical-learning/medical-learning.md,argued_2026-09-17,"COCATS 4's 3,000 tracings at the expert's 107.61 s is 322,830 s; its 3,500 at the resident's 205.31 s is 718,585 s."
med-mammo-train-mckinney,Learn to score screening mammograms: McKinney three-branch training,244800.0,244800,356400,research/medical-learning/medical-learning.md,argued_2026-09-17,"Both terms are statutory minima under 21 CFR 900.12, so 68 hours is a floor; the Scenarios table's MQSA continuing volume is 99 hours."
med-retina-train-gulshan,Learn to grade referable diabetic retinopathy: Gulshan ensemble training,468000.0,396000,684000,research/medical-learning/medical-learning.md,argued_2026-09-17,"Bodrogi et al.'s 2-minute negative set over 1,000 grades plus the 80 instruction hours is 110 hours; the Scenarios table's two qualifying years is 190 hours."
med-skin-train-esteva,Learn to classify skin lesions: Esteva Inception v3 fine-tune,14400.0,12100,20900,research/medical-learning/medical-learning.md,argued_2026-09-17,"Ternov's fitted log-odds line, 0.0017735 per case from the students' 7.5/25 to their 13.85/25 after 600 cases, reaches the 12/25 pass mark at 433 cases (3.36 h) and the dermatology group's 18.4/25 at 1,056 cases (5.80 h)."
media-blender-cabin-gpt-5-5-xhigh,Create a low-poly cabin scene (gpt-5.5 xhigh),16200,13500,27000,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-luna-high,Create a low-poly cabin scene (gpt-5.6-luna high),10800,8925,18300,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-luna-low,Create a low-poly cabin scene (gpt-5.6-luna low),5400,4500,9000,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-luna-xhigh,Create a low-poly cabin scene (gpt-5.6-luna xhigh),12600,10275,21900,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-sol-low,Create a low-poly cabin scene (gpt-5.6-sol low),10800,8850,18600,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-sol-ultra,Create a low-poly cabin scene (gpt-5.6-sol ultra),21600,17625,37500,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-sol-xhigh,Create a low-poly cabin scene (gpt-5.6-sol xhigh),16200,13275,27900,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-terra-high,Create a low-poly cabin scene (gpt-5.6-terra high),9000,7500,15000,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-terra-ultra,Create a low-poly cabin scene (gpt-5.6-terra ultra),14400,11775,24900,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-blender-cabin-gpt-5-6-terra-xhigh,Create a low-poly cabin scene (gpt-5.6-terra xhigh),14400,11700,25200,research/blender-bench.md,reargued_2026-09-16,"The low charges the scene stages at Polygon Runway's 45-minute forest-cabin pace, 0.75S+O; the high charges a second reference-matching pass over them, 2S+O."
media-fallingwater-astra,Build a Fallingwater architectural scene and flythrough,432000,316800,579600,research/fallingwater.md,reargued_2026-09-16,Every one of the twenty-seven spaces at the sparse 35-minute rate with a generic shell gives 88 hours; every space at the developed three-hour rate gives 161.
memo-binary-1024-llama2-13b,"Learn 1,024 bits for cued next-bit prediction",270,246,280,research/memorization-leads/memorization.md,reargued_2026-09-16,"The three quantity-scaled medallist rates are 246.25, 270.86 and 279.91 seconds."
memo-book-name-cloze-gpt4,Recall a masked character name,24.308074502509747,12.56,48.44,research/book-memory/book-memory.md,note_scenario,A quick 320 wpm reader plus 5 seconds response effort gives 12.56 seconds; a deliberate 180 wpm reader plus 35 seconds gives 48.44 seconds.
memo-book-needle-llama-128k,Find one explicitly stated fact in long text,30,10,60,research/games-memory/games-tranche-4.md,note_scenario,A reasonable 10-60 second range covers an immediate match versus several irrelevant location hits.
memo-ruler-passkey-131072-llama31-8b,Retrieve a passkey from 128K context,10,5,25,research/ruler/ruler.md,note_scenario,"Estimate 10 active seconds for an ordinary computer user familiar with Find, with 5-25 seconds as scenarios."
memo-ruler-passkey-4096-llama31-8b,Retrieve a passkey from 4K context,10,5,25,research/ruler/ruler.md,note_scenario,"Estimate 10 active seconds for an ordinary computer user familiar with Find, with 5-25 seconds as scenarios."
perc-asr-gpt4o,Transcribe one minute of clear English speech (native audio),240,180,360,research/whisper-audit/gpt4o-audio.md,note_scenario,Rev's estimate of four work hours per audio hour gives 240 seconds; a 3:1-6:1 scenario gives 180-360 seconds.
perc-asr-parity-whisper,Transcribe a short read-speech clip (two-worker comparison),54,36,81,research/whisper-audit/whisper.md,note_scenario,Sensitivity 36-81 seconds allows the corpus/length transfer and short-clip handling overhead to vary.
perc-birdsong-birdnet,Bird species identification in a one-minute soundscape,183.25355113636363,102.17,306.51,research/birdnet/birdnet.md,note_scenario,A fast one-pass workflow plus two seconds per label gives 102.17 seconds; three passes plus six seconds per label gives 306.51 seconds.
perc-cxr-chexnet,Assess pneumonia on one chest radiograph,40,20,60,research/chexnet/chexnet.md,note_scenario,A 20-60-second sensitivity covers rapid confident reads and borderline cases.
perc-faceverif-arcface,LFW cropped-face verification,30,20,60,research/medical-vision/arcface.md,note_scenario,A 2-6 second individual judgment gives 20-60 person-seconds.
perc-faceverif-facenet,Verify a face-image pair,30,20,100,research/facenet/facenet.md,note_scenario,"A useful sensitivity is 2-10 seconds per rater, or 20-100 person-seconds."
perc-geoguessr-pigeon,Guess a GeoGuessr location,30,5,60,research/geolocation/pigeon.md,note_scenario,Use 5-60 seconds as an early-submission/delay sensitivity scenario.
perc-geolocation-fairlocator-gpt4o,FairLocator street-view geolocation,45,20,90,research/fairlocator/fairlocator.md,note_scenario,20-90 seconds per image is a judgment range: a quick guess versus longer unsuccessful deliberation.
perc-imagenet-gpt4o,ImageNet top-1 classification,26,26,64.8,research/imagenet.md,argued_2026-09-17,"Shankar et al. publish a 26-second per-image median and a 36-hour median total for the 2,000-image task, 64.8 seconds an image; the distribution is right-skewed, so the median is the floor of the two published readings."
perc-imagenet-parity-effnet,Classify an ImageNet image,26,26,64.8,research/imagenet-cnn/imagenet-cnn.md,argued_2026-09-17,"Shankar et al. publish a 26-second per-image median and a 36-hour median total for the 2,000-image task, 64.8 seconds an image; the distribution is right-skewed, so the median is the floor of the two published readings."
perc-imagenet-parity-mnv3,Classify an ImageNet image,26,26,64.8,research/imagenet-cnn/imagenet-cnn.md,argued_2026-09-17,"Shankar et al. publish a 26-second per-image median and a 36-hour median total for the 2,000-image task, 64.8 seconds an image; the distribution is right-skewed, so the median is the floor of the two published readings."
perc-lipread-lipnet,Lipread a six-word silent sentence,15,8,30,research/perception-language/lipnet.md,note_scenario,A plausible range is 8-30 seconds.
perc-mammo-deepmind,Four-view mammography malignancy assessment,150,108,198,research/medical-vision/mammography.md,reargued_2026-09-16,"Haygood's four readers' mean digital times run 171 to 300 seconds against the 240-second all-reader mean, 0.71x to 1.25x, applied to the four-view figure less the 11-second transition."
perc-mnist-lenet5,MNIST digit classification,1.5,1.1,2.4,research/mnist/mnist.md,reargued_2026-09-16,"If none of the 1.1-second anchor is response selection the ten-way task inherits it; if all of it is, Hick's law scales it by log2(11)/log2(3) to 2.4 seconds."
perc-ocr-gpt4o-omnidocbench-en,English document page to Markdown,1500,889,2890,research/omnidocbench/omnidocbench.md,note_scenario,"A faster workflow gives 889 seconds/page; a slower one gives 2,890 seconds/page."
perc-ocr-tesseract,Transcribe a clear 60-word printed image,80,60,170,research/ocr/ocr.md,note_scenario,The 60-170-second sensitivity spans faster copying and slower fresh typing.
perc-retina-dr-inceptionv3,Referable diabetic retinopathy recognition,50,40,60,research/medical-vision/retina.md,reargued_2026-09-16,"Sayres' two unaided means differ by 5%, so the bar carries the task difference only: the five-class grade and confidence rating against a binary referral, a few seconds each way on a fifty-second read."
perc-skin-inceptionv3,Dermoscopic melanoma recognition,3.2,2,10,research/medical-vision/skin.md,note_scenario,Use 2-10 seconds as sensitivity for different case difficulty and reader proficiency.
perc-speakerid-ecapa,Unfamiliar-speaker verification,18.4,17.4,26.6,research/ecapa/ecapa.md,note_scenario,A one-second decision tail gives 17.4 seconds; replaying one whole clip before the two-second decision gives 26.6 seconds.
phys-openvla-corn-placement-demos,Place corn on a plate: selected OpenVLA demonstrations,5,3,8,research/openvla/openvla.md,note_scenario,An efficient familiar user may need around 3 seconds; a more deliberate first encounter may need 8 seconds.
phys-vima200m-visual-manipulation,Pick one pictured object and place it into a pictured receptacle,6,3,10,research/vima/vima.md,reargued_2026-09-16,"A one-glance identification plus a standard reach-and-place cycle at predetermined-motion-time rates gives three seconds; reading the instruction, comparing both images and re-seating the item gives ten."
reas-cf-o3,Codeforces 1965D hard-problem solving,7200,4500,12600,research/codeforces.md,reargued_2026-09-16,"A quick parity observation gives 75 minutes, about what a contestant solving D inside the two-hour window can have spent; twice the insight time plus a debugging round gives 210."
reas-codecontests-alphacode-ensemble-1m,Competitive programming with one million candidate programs,2100,1440,2640,research/alphacode/alphacode.md,note_scenario,The scenarios in the assumption file give roughly 24-44 minutes.
reas-epoch-mathl5-gemini15flash2,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gemini15pro2,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gemini20flash,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gemini20pro,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gemma3-27b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt41,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt41mini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt41nano,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt45,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt4o-0513,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt4o-0806,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt4o-1120,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt4omini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-gpt4turbo,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-grok2,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-grok3,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-grok3mini,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-haiku35,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-llama31-405b,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-llama4-maverick,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
reas-epoch-mathl5-llama4-scout,MATH Level 5 problem,600,250,785,research/epoch/mathl5.md,reargued_2026-09-16,The mean of the OTIS Mock AIME medians over AIME positions 1-10 is 248 seconds and over positions 11-15 is 785 seconds; those two subset means are the bounds.
