point_id,task,task_category,task_description,model_id,compute_scope,compute_flops,compute_flops_low,compute_flops_high,human_skill,human_time_scope,human_time,human_time_low,human_time_high,performance_vs_human,comparison_issues,compute_evidence,human_time_evidence,performance_evidence,human_time_statistic,human_time_subset,human_attempts,human_time_source,compute_method,compute_statistic,compute_subset,ai_attempts,compute_source,tokens,tokens_accounting,source_dataset,source_record,notes,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,attention_context,attention_ratio,task_id,frontier
agen-rebench-8h-sonnet35new-modular,"RE-Bench ML research engineering environment, 8-hour budget",coding,Take on one open-ended ML research-engineering problem — from writing a fast GPU kernel to scaffolding a model for a coding contest — and improve a weak starting solution as much as you can in 8 hours.,claude-3-5-sonnet-20241022,inference,2.2526144172957037e+19,1.31259161474929e+19,4.583861338247712e+19,expert,task_performance,28800,,,below,different_inputs_or_tools; different_attempt_selection,derived_assumed_inputs,defined_duration,"Mean normalized score over the seven environments, best of sixteen 30-minute runs: 0.444, against 0.657 for one 8-hour attempt by a human expert. That is 68% of the human score on a metric whose floor is the starting solution. The human side is 71 attempts by 61 ML experts under the same 8-hour cap, published mean 0.64.",point_estimate,not_applicable,not_applicable,"arXiv 2411.15114v2 Section 3.4 and Appendix A.1: all 71 expert attempts capped at 8 hours, breaks excluded; research/rebench.md#human-time",params_tokens,total,all,16,research/rebench.md#agen-rebench-8h-sonnet35new-modular; research/rebench/make_rows.py; research/attention-correction.md,34195181.45365333,input_output,METR RE-Bench (arXiv 2411.15114v2),"METR RE-Bench, arXiv 2411.15114v2: claude-3-5-sonnet-20241022 in METR's Modular scaffold, 30-minute run limit, score@16; agent score Figure 7, cost budget Figure 11, allocation rule Section 4.2 and the Figure 2 caption; environments github.com/METR/RE-Bench; performance: human score Figure 11 and Table 5; research/rebench.md#source","Output tokens per run are Figure 12's medians for this configuration, completion tokens per second during API time times the API-time share times the run limit; input is what the run cost buys at Oct 2024 list prices, an input-to-output ratio of 133 against the paper's pooled 58. Scaling the measured output rate by 0.5 and 1.5 moves the FLOP total to 1.01x and 0.99x. No prompt caching was used, so input is gross re-processing. The k runs are resampled with replacement from METR's pool. The environment's GPU work, a mean 2.3 H100s, is excluded and was identical on the human side. The 8-hour budget is spent as sixteen 30-minute runs.",105.64,reported,2024-11-22,1855,reported_payment,200000.0,2.294,re-bench-ml-research-engineering-environment-8-hour-budget,no
agen-rebench-8h-o1preview-aide,"RE-Bench ML research engineering environment, 8-hour budget",coding,Take on one open-ended ML research-engineering problem — from writing a fast GPU kernel to scaffolding a model for a coding contest — and improve a weak starting solution as much as you can in 8 hours.,o1-preview-2024-09-12,inference,1.7557503315615122e+18,1.0300424552402687e+18,5.214750813576443e+18,expert,task_performance,28800,,,below,different_inputs_or_tools; different_attempt_selection,derived_assumed_inputs,defined_duration,"Mean normalized score over the seven environments, best of four 2-hour runs: 0.429, against 0.657 for one 8-hour attempt by a human expert. That is 65% of the human score on a metric whose floor is the starting solution. The human side is 71 attempts by 61 ML experts under the same 8-hour cap, published mean 0.64.",point_estimate,not_applicable,not_applicable,"arXiv 2411.15114v2 Section 3.4 and Appendix A.1: all 71 expert attempts capped at 8 hours, breaks excluded; research/rebench.md#human-time",params_tokens,total,all,4,research/rebench.md#agen-rebench-8h-o1preview-aide; research/rebench/make_rows.py; research/attention-correction.md,4816883.909653334,input_output,METR RE-Bench (arXiv 2411.15114v2),"METR RE-Bench, arXiv 2411.15114v2: o1-preview-2024-09-12 in the AIDE scaffold, 2-hour run limit, score@4; agent score Figure 8, cost budget Figure 11, allocation rule Section 4.2 and the Figure 2 caption; environments github.com/METR/RE-Bench; performance: human score Figure 11 and Table 5; research/rebench.md#source","Output tokens per run are Figure 12's medians for this configuration, completion tokens per second during API time times the API-time share times the run limit; input is what the run cost buys at Oct 2024 list prices, an input-to-output ratio of 3.79 against the paper's pooled 58. Scaling the measured output rate by 0.5 and 1.5 moves the FLOP total to 1.31x and 0.69x. No prompt caching was used, so input is gross re-processing. The k runs are resampled with replacement from METR's pool. The environment's GPU work, a mean 2.3 H100s, is excluded and was identical on the human side. The 8-hour budget is spent as four 2-hour runs.",117.48,reported,2024-11-22,1855,reported_payment,200000.0,2.645,re-bench-ml-research-engineering-environment-8-hour-budget,no
agen-rebench-32h-sonnet35new-modular,"RE-Bench ML research engineering environment, 32-hour budget",coding,Take on one open-ended ML research-engineering problem — from writing a fast GPU kernel to scaffolding a model for a coding contest — and improve a weak starting solution as much as you can in 32 hours.,claude-3-5-sonnet-20241022,inference,9.010457669182815e+19,5.25036645899716e+19,1.8335445352990848e+20,expert,task_performance,115200,,,below,different_inputs_or_tools; different_attempt_selection,derived_assumed_inputs,defined_duration,"Mean normalized score over the seven environments, best of 64 30-minute runs: 0.572, against 1.110 for the best of four 8-hour attempts by human experts. That is 51% of the human score on a metric whose floor is the starting solution. The human side is the best-of-four statistic over those 71 recorded 8-hour attempts by 61 experts.",point_estimate,not_applicable,not_applicable,"arXiv 2411.15114v2 Section 3.4 and Appendix A.1: all 71 expert attempts capped at 8 hours, breaks excluded; research/rebench.md#human-time",params_tokens,total,all,64,research/rebench.md#agen-rebench-32h-sonnet35new-modular; research/rebench/make_rows.py; research/attention-correction.md,136780725.8146133,input_output,METR RE-Bench (arXiv 2411.15114v2),"METR RE-Bench, arXiv 2411.15114v2: claude-3-5-sonnet-20241022 in METR's Modular scaffold, 30-minute run limit, score@64; agent score Figure 7, cost budget Figure 11, allocation rule Section 4.2 and the Figure 2 caption; environments github.com/METR/RE-Bench; performance: human score Figure 11 and Table 5; research/rebench.md#source","Output tokens per run are Figure 12's medians for this configuration, completion tokens per second during API time times the API-time share times the run limit; input is what the run cost buys at Oct 2024 list prices, an input-to-output ratio of 133 against the paper's pooled 58. Scaling the measured output rate by 0.5 and 1.5 moves the FLOP total to 1.01x and 0.99x. No prompt caching was used, so input is gross re-processing. The k runs are resampled with replacement from METR's pool. The environment's GPU work, a mean 2.3 H100s, is excluded and was identical on the human side.",422.55,reported,2024-11-22,7420,reported_payment,200000.0,2.294,re-bench-ml-research-engineering-environment-32-hour-budget,no
agen-rebench-32h-o1preview-aide,"RE-Bench ML research engineering environment, 32-hour budget",coding,Take on one open-ended ML research-engineering problem — from writing a fast GPU kernel to scaffolding a model for a coding contest — and improve a weak starting solution as much as you can in 32 hours.,o1-preview-2024-09-12,inference,7.023001326246049e+18,4.1201698209610747e+18,2.085900325430577e+19,expert,task_performance,115200,,,below,different_inputs_or_tools; different_attempt_selection,derived_assumed_inputs,defined_duration,"Mean normalized score over the seven environments, best of sixteen 2-hour runs: 0.606, against 1.110 for the best of four 8-hour attempts by human experts. That is 55% of the human score on a metric whose floor is the starting solution. The human side is the best-of-four statistic over those 71 recorded 8-hour attempts by 61 experts.",point_estimate,not_applicable,not_applicable,"arXiv 2411.15114v2 Section 3.4 and Appendix A.1: all 71 expert attempts capped at 8 hours, breaks excluded; research/rebench.md#human-time",params_tokens,total,all,16,research/rebench.md#agen-rebench-32h-o1preview-aide; research/rebench/make_rows.py; research/attention-correction.md,19267535.638613336,input_output,METR RE-Bench (arXiv 2411.15114v2),"METR RE-Bench, arXiv 2411.15114v2: o1-preview-2024-09-12 in the AIDE scaffold, 2-hour run limit, score@16; agent score Figure 8, cost budget Figure 11, allocation rule Section 4.2 and the Figure 2 caption; environments github.com/METR/RE-Bench; performance: human score Figure 11 and Table 5; research/rebench.md#source","Output tokens per run are Figure 12's medians for this configuration, completion tokens per second during API time times the API-time share times the run limit; input is what the run cost buys at Oct 2024 list prices, an input-to-output ratio of 3.79 against the paper's pooled 58. Scaling the measured output rate by 0.5 and 1.5 moves the FLOP total to 1.31x and 0.69x. No prompt caching was used, so input is gross re-processing. The k runs are resampled with replacement from METR's pool. The environment's GPU work, a mean 2.3 H100s, is excluded and was identical on the human side. The 32-hour budget is spent as sixteen 2-hour runs.",469.90,reported,2024-11-22,7420,reported_payment,200000.0,2.645,re-bench-ml-research-engineering-environment-32-hour-budget,no
agen-tbench21-aa-dsv4pro0813,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",deepseek-v4-pro-0813,inference,4520739815980532.0,,,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 78.65% of its 267 trials (standard error 2.51 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-dsv4pro0813; research/attention-correction.md,36488.86516853933,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug deepseek-v4-pro (DeepSeek V4 Pro 0813 (Reasoning, Max Effort)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 122,337,659 is excluded as cache reads; the counted quantity is 3,292,886 uncached input plus 1,098,260 answer and 5,351,381 reasoning tokens over 267 trials. At the published 0.9908 cache hit rate, counting the missed share as fresh gives 40,704 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s.",0.13210,list_price,2026-09-13,,not_available,18244.4,0.2642,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-fable5,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",claude-fable-5,inference,1.4016446057861994e+16,5927550167654645.0,3.572114659624055e+16,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 84.64% of its 267 trials (standard error 2.21 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-fable5; research/attention-correction.md,39116.98501872659,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug claude-fable-5 (Claude Fable 5 (Adaptive Reasoning, Max Effort, Opus 4.8 Fallback)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 70,817,594 is excluded as cache reads; the counted quantity is 5,843,969 uncached input plus 895,326 answer and 3,704,940 reasoning tokens over 267 trials. At the published 0.9945 cache hit rate, counting the missed share as fresh gives 40,569 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. Runs at max effort, where the official board's Fable 5 Terminus 2 submission runs at high; Anthropic serves Fable 5 with an Opus 4.8 fallback.",1.34558,list_price,2026-09-13,,not_available,19558.5,0.1944,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-fable51,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",claude-fable-5-1,inference,1.7454701310132324e+16,7447999269755499.0,4.414094621122517e+16,expert,task_performance,12402.27,,,match,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 91.39% of its 267 trials (standard error 1.72 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-fable51; research/attention-correction.md,47138.9925093633,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug claude-fable-5-1 (Claude Fable 5.1 (Adaptive Reasoning, Max Effort, Default Fallback)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 142,508,037 is excluded as cache reads; the counted quantity is 7,235,212 uncached input plus 1,331,788 answer and 4,019,111 reasoning tokens over 267 trials. At the published 0.9945 cache hit rate, counting the missed share as fresh gives 50,061 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. The 150B prior is the Anthropic report's recommendation, not a disclosure; 60-400B moves the value 0.4-2.7x.",1.40646,list_price,2026-09-13,,not_available,23569.5,0.2343,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-fable51-high,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",claude-fable-5-1,inference,4448402321589755.0,1819725020478186.8,1.1654149020278852e+16,expert,task_performance,12402.27,,,match,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 89.89% of its 267 trials (standard error 1.85 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-fable51-high; research/attention-correction.md,13871.696629213484,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug claude-fable-5-1-high (Claude Fable 5.1 (Adaptive Reasoning, High Effort, Default Fallback)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 52,508,525 is excluded as cache reads; the counted quantity is 2,354,396 uncached input plus 577,678 answer and 771,669 reasoning tokens over 267 trials. At the published 0.9945 cache hit rate, counting the missed share as fresh gives 14,948 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. The same model ID as the max-effort row, served at high; only the effort differs. The 150B prior is the Anthropic report's recommendation, not a disclosure.",0.39003,list_price,2026-09-13,,not_available,6935.85,0.06894,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-fable51-xhigh,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",claude-fable-5-1,inference,9717524657285522.0,4056044012241329.5,2.504127309312594e+16,expert,task_performance,12402.27,,,match,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 91.01% of its 267 trials (standard error 1.75 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-fable51-xhigh; research/attention-correction.md,28386.973782771536,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug claude-fable-5-1-xhigh (Claude Fable 5.1 (Adaptive Reasoning, Xhigh Effort, Default Fallback)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 89,530,769 is excluded as cache reads; the counted quantity is 4,504,696 uncached input plus 952,661 answer and 2,121,965 reasoning tokens over 267 trials. At the published 0.9945 cache hit rate, counting the missed share as fresh gives 30,223 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. The same model ID as the max-effort row, served at xhigh; only the effort differs. The 150B prior is the Anthropic report's recommendation, not a disclosure.",0.82832,list_price,2026-09-13,,not_available,14193.5,0.1411,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-gemini35flashlite,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",gemini-3-5-flash-lite,inference,1048199337796040.0,326183384482194.1,2305781651757368.0,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 53.56% of its 267 trials (standard error 3.05 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-gemini35flashlite; research/attention-correction.md,24107.228464419477,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug gemini-3-5-flash-lite (Gemini 3.5 Flash-Lite), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 207,455,987 is excluded as cache reads; the counted quantity is 4,355,360 uncached input plus 966,564 answer and 1,114,706 reasoning tokens over 267 trials. At the published 0.8189 cache hit rate, counting the missed share as fresh gives 164,857 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s.",0.04769,list_price,2026-09-13,,not_available,12053.6,0.08702,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-gemini38flash,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",gemini-3-8-flash,inference,4106168920329090.0,1586459790417328.0,8959266059659455.0,expert,task_performance,12402.27,,,match,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 87.64% of its 267 trials (standard error 2.01 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-gemini38flash; research/attention-correction.md,45471.520599250936,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug gemini-3-8-flash (Gemini 3.8 Flash (high)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 276,083,298 is excluded as cache reads; the counted quantity is 7,486,944 uncached input plus 1,697,849 answer and 2,956,103 reasoning tokens over 267 trials. At the published 0.8921 cache hit rate, counting the missed share as fresh gives 157,053 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s.",0.16395,list_price,2026-09-13,,not_available,22735.8,0.1288,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-glm53,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",glm-5.3,inference,3607383305422886.5,,,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 83.90% of its 267 trials (standard error 2.25 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-glm53; research/attention-correction.md,35394.7265917603,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug glm-5-3 (GLM-5.3 (max)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 130,793,242 is excluded as cache reads; the counted quantity is 5,899,204 uncached input plus 853,063 answer and 2,698,125 reasoning tokens over 267 trials. At the published 0.9953 cache hit rate, counting the missed share as fresh gives 37,697 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s.",0.21682,list_price,2026-09-13,,not_available,17697.4,0.274,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-glm53flash,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",glm-5.3-flash,inference,1833672304314785.5,1266032866501456.5,2480327053312473.0,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 84.27% of its 267 trials (standard error 2.23 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-glm53flash; research/attention-correction.md,37204.40074906367,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug glm-5-3-flash (GLM-5.3-Flash), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 151,446,258 is excluded as cache reads; the counted quantity is 6,312,578 uncached input plus 889,979 answer and 2,731,018 reasoning tokens over 267 trials. At the published 0.9953 cache hit rate, counting the missed share as fresh gives 39,870 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s.",0.02507,list_price,2026-09-13,,not_available,18602.2,0.3691,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-gpt56luna,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",gpt-5-6-luna,inference,259449554606506.72,103206341512560.88,628188997185681.8,expert,task_performance,12402.27,,,below,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 80.90% of its 267 trials (standard error 2.41 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-gpt56luna; research/attention-correction.md,13902.445692883895,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug gpt-5-6-luna (GPT-5.6 Luna (max)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 81,004,211 is excluded as cache reads; the counted quantity is 1,565,267 uncached input plus 887,304 answer and 1,259,382 reasoning tokens over 267 trials. At the published 0.9934 cache hit rate, counting the missed share as fresh gives 15,908 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. Runs on Terminus 2, where the official board's Luna submission runs on Codex, so this is a second harness rather than a duplicate.",0.01689,list_price,2026-09-13,,not_available,6951.22,0.1664,solve-a-terminal-bench-2-1-terminal-task,no
agen-tbench21-aa-gpt56sol,Solve a Terminal-Bench 2.1 terminal task,coding,"Complete one terminal task from a natural-language instruction, working in a Linux shell until the task's tests pass (averaged over the benchmark's 89 tasks).",gpt-5-6-sol,inference,3839697600109789.5,1566004808149967.0,1.0097058489983988e+16,expert,task_performance,12402.27,,,match,different_attempt_selection,derived_assumed_inputs,source_estimate,"The run resolved 88.01% of its 267 trials (standard error 1.99 pp). No human attempt at these tasks was timed or scored: the task authors' expert time estimates how long a focused domain expert needs to complete the task, so the human baseline they imply is completion and the resolution rate is read against 100%.",mean,not_applicable,not_applicable,https://github.com/harbor-framework/terminal-bench-2-1/tree/main/tasks; research/terminal-bench.md#human-time,params_tokens,mean,all,267,https://artificialanalysis.ai/evaluations/terminalbench-v2-1; research/terminal-bench.md#agen-tbench21-aa-gpt56sol; research/attention-correction.md,12125.389513108614,input_cache_creation_output,Artificial Analysis Terminal-Bench v2.1 board,"https://artificialanalysis.ai/evaluations/terminalbench-v2-1, model slug gpt-5-6-sol (GPT-5.6 Sol (max)), canonicalEvalTokenCounts.terminalbenchV21 and terminalbenchV21 score in the page payload retrieved 2026-09-13; Terminus 2 harness in an e2b sandbox, pass@1 over 3 repeats of each of the 89 tasks; performance: the same payload field","Cacheable input of 29,223,016 is excluded as cache reads; the counted quantity is 1,930,620 uncached input plus 589,903 answer and 716,956 reasoning tokens over 267 trials. At the published 0.9934 cache hit rate, counting the missed share as fresh gives 12,849 tokens per trial. Human time is the mean author expert estimate over 88 tasks; median 3,600 s. A second harness, not a duplicate: the official Sol submission runs on Codex. The shared gpt-5-6-sol ID still carries 100B against the ruled 150B, so this value is 1.5x low until merge.",0.17060,list_price,2026-09-13,,not_available,6062.69,0.05555,solve-a-terminal-bench-2-1-terminal-task,no
