point_id,file,model_id,ai_cost_usd,ai_cost_basis,ai_cost_date,human_cost_usd,human_cost_basis,price_rows_used,evidence_note,derivation
agen-epoch-swebench-gpt4o1120-lt15m,points.csv,gpt-4o-2024-11-20,0.729105,list_price,2026-02-11,,not_available,"list-prices.csv gpt-4o-2024-11-20 / openai / 2024-10-01..open : in 2.5, cached 1.25, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 185 completed evaluations; fresh 7415215, cached read 89941632, cache write 0, output 391943."
agen-epoch-swebench-gpt51codex-gt4h,points.csv,gpt-5.1-2025-11-13,0.838256,list_price,2026-02-17,,not_available,"list-prices.csv gpt-5.1-2025-11-13 / openai / 2025-11-13..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 490153, cached read 8421504, cache write 0, output 84939."
agen-epoch-swebench-gpt52high-gt4h,points.csv,gpt-5.2-2025-12-11,2.85163,list_price,2026-02-12,,not_available,"list-prices.csv gpt-5.2-2025-12-11 / openai / 2025-12-11..open : in 1.75, cached 0.175, write -, out 14",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 2634129, cached read 7538176, cache write 0, output 187571."
agen-epoch-swebench-gpt53codex-1h4h,points.csv,gpt-5-3-codex,1.26776,list_price,2026-02-25,,not_available,"list-prices.csv gpt-5-3-codex / openai / 2026-02-05..open : in 1.75, cached 0.175, write -, out 14",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 16054673, cached read 34601856, cache write 0, output 1363928."
agen-epoch-swebench-gpt53codex-gt4h,points.csv,gpt-5-3-codex,1.1977,list_price,2026-02-25,,not_available,"list-prices.csv gpt-5-3-codex / openai / 2026-02-05..open : in 1.75, cached 0.175, write -, out 14",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1421349, cached read 1696512, cache write 0, output 57776."
agen-epoch-swebench-gpt54high-gt4h,points.csv,gpt-5.4-2026-03-05,2.30525,list_price,2026-03-06,,not_available,"list-prices.csv gpt-5.4-2026-03-05 / openai / 2026-03-05..open : in 2.5, cached 0.25, write -, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 807554, cached read 3640192, cache write 0, output 265787."
agen-epoch-swebench-gpt5high-gt4h,points.csv,gpt-5,0.672982,list_price,2026-02-06,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 389386, cached read 2912512, cache write 0, output 116815."
agen-epoch-swebench-kimik25-gt4h,points.csv,kimi-k2.5,0.213231,list_price,2026-02-17,,not_available,"list-prices.csv kimi-k2.5 / moonshot / 2026-01-27..2026-08-31 : in 0.6, cached 0.1, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 143071, cached read 4535040, cache write 0, output 33449."
agen-epoch-swebench-kimik26-1h4h,points.csv,kimi-k2.6,0.742176,list_price,2026-05-08,,not_available,"list-prices.csv kimi-k2.6 / moonshot / 2026-04-20..open : in 0.95, cached 0.16, write -, out 4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 3417379, cached read 144070475, cache write 0, output 1218403."
agen-epoch-swebench-opus4-gt4h,points.csv,claude-opus-4,3.60442,list_price,2026-02-06,,not_available,"list-prices.csv claude-opus-4 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 156, cached read 3533832, cache write 148548, output 36332."
agen-epoch-swebench-opus41-1h4h,points.csv,claude-opus-4-1,5.19061,list_price,2026-02-11,,not_available,"list-prices.csv claude-opus-4-1 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 2666, cached read 77315228, cache write 2027154, output 853117."
agen-epoch-swebench-opus41-gt4h,points.csv,claude-opus-4-1,5.07252,list_price,2026-02-11,,not_available,"list-prices.csv claude-opus-4-1 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 200, cached read 5562323, cache write 136586, output 57468."
agen-epoch-swebench-opus45-1h4h,points.csv,claude-opus-4-5,1.20273,list_price,2026-02-05,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 254570, cached read 54648437, cache write 1652317, output 463617."
agen-epoch-swebench-opus45-gt4h,points.csv,claude-opus-4-5,0.86413,list_price,2026-02-05,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 19262, cached read 2680010, cache write 87628, output 24336."
agen-epoch-swebench-opus46-1h4h,points.csv,claude-opus-4-6,0.720665,list_price,2026-02-10,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 306785, cached read 28007545, cache write 1071789, output 321262."
agen-epoch-swebench-opus46-gt4h,points.csv,claude-opus-4-6,0.529065,list_price,2026-02-10,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 30311, cached read 1099567, cache write 71605, output 17533."
agen-epoch-swebench-opus46cc-gt4h,points.csv,claude-opus-4-6,1.77839,list_price,2026-02-18,,not_available,"list-prices.csv claude-opus-4-6 / anthropic / 2026-02-05..open : in 5, cached 0.5, write 6.25, out 25",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 117018, cached read 5470364, cache write 155399, output 41746."
agen-epoch-swebench-qwen37max-gt4h,points.csv,qwen3.7-max,0.777379,list_price,2026-06-18,,not_available,"list-prices.csv qwen3.7-max / alibaba / 2026-05-21..open : in 2.5, cached 0.25, write 3.125, out 7.5",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 605201, cached read 1267555, cache write 41643, output 49615."
agen-epoch-swebench-sonnet37-gt4h,points.csv,claude-3-7-sonnet,0.625514,list_price,2026-02-04,,not_available,"list-prices.csv claude-3-7-sonnet / anthropic / 2025-02-24..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 274, cached read 3097396, cache write 117252, output 33787."
agen-epoch-swebench-sonnet46-1h4h,points.csv,claude-sonnet-4-6,1.28236,list_price,2026-02-21,,not_available,"list-prices.csv claude-sonnet-4-6 / anthropic / 2026-02-17..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 7017, cached read 100408957, cache write 2437142, output 971746."
agen-epoch-swebench-sonnet46-gt4h,points.csv,claude-sonnet-4-6,0.596806,list_price,2026-02-21,,not_available,"list-prices.csv claude-sonnet-4-6 / anthropic / 2026-02-17..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 360, cached read 3097633, cache write 102378, output 31742."
agen-epoch-swebench-dsv4promax-1h4h,excluded.csv,deepseek-v4-pro-preview,0.836507,list_price,2026-06-18,,not_available,"list-prices.csv deepseek-v4-pro-preview / deepseek / 2026-04-24..open : in 1.32, cached 0.044, write -, out 3.96",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 41 completed evaluations; fresh 16710463, cached read 148337920, cache write 0, output 1442451."
agen-epoch-swebench-dsv4promax-gt4h,excluded.csv,deepseek-v4-pro-preview,0.37058,list_price,2026-06-18,,not_available,"list-prices.csv deepseek-v4-pro-preview / deepseek / 2026-04-24..open : in 1.32, cached 0.044, write -, out 3.96",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 403656, cached read 6413824, cache write 0, output 74926."
agen-epoch-swebench-gemini25pro-1h4h,excluded.csv,gemini-2.5-pro,1.7205,list_price,2026-02-13,,not_available,"list-prices.csv gemini-2.5-pro / google / 2025-04-04..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 33731874, cached read 73821123, cache write 0, output 2086849."
agen-epoch-swebench-gemini25pro-gt4h,excluded.csv,gemini-2.5-pro,1.39903,list_price,2026-02-13,,not_available,"list-prices.csv gemini-2.5-pro / google / 2025-04-04..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1881869, cached read 6708360, cache write 0, output 100620."
agen-epoch-swebench-gemini31pro-ct-1h4h,excluded.csv,gemini-3.1-pro-preview-customtools,3.4709,list_price,2026-02-24,,not_available,"list-prices.csv gemini-3.1-pro-preview-customtools / google / 2026-02-19..open : in 2, cached 0.2, write -, out 12",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 19268417, cached read 202791460, cache write 0, output 5556892."
agen-epoch-swebench-gemini3flash-1h4h,excluded.csv,gemini-3-flash-preview,0.496438,list_price,2026-02-18,,not_available,"list-prices.csv gemini-3-flash-preview / google / 2025-12-17..open : in 0.5, cached 0.05, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 19177632, cached read 124612647, cache write 0, output 1676982."
agen-epoch-swebench-gemini3pro-1h4h,excluded.csv,gemini-3-pro,2.65845,list_price,2026-02-13,,not_available,"list-prices.csv gemini-3-pro / google / 2025-11-18..open : in 2, cached 0.2, write -, out 12",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 17635561, cached read 285011961, cache write 0, output 1615102."
agen-epoch-swebench-glm5-1h4h,excluded.csv,glm-5,1.34599,list_price,2026-02-15,,not_available,"list-prices.csv glm-5 / zai / 2026-02-11..open : in 1, cached 0.2, write -, out 3.2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 41 completed evaluations; fresh 18349447, cached read 156142144, cache write 0, output 1752406."
agen-epoch-swebench-gpt41-15m1h,excluded.csv,gpt-4.1-2025-04-14,0.624059,list_price,2026-02-08,,not_available,"list-prices.csv gpt-4.1-2025-04-14 / openai / 2025-04-14..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 252 completed evaluations; fresh 28837732, cached read 187396736, cache write 0, output 736137."
agen-epoch-swebench-gpt41-1h4h,excluded.csv,gpt-4.1-2025-04-14,0.550543,list_price,2026-02-08,,not_available,"list-prices.csv gpt-4.1-2025-04-14 / openai / 2025-04-14..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 41 completed evaluations; fresh 4944789, cached read 23284736, cache write 0, output 130039."
agen-epoch-swebench-gpt41-gt4h,excluded.csv,gpt-4.1-2025-04-14,0.638007,list_price,2026-02-08,,not_available,"list-prices.csv gpt-4.1-2025-04-14 / openai / 2025-04-14..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 461470, cached read 1844224, cache write 0, output 8621."
agen-epoch-swebench-gpt4o1120-15m1h,excluded.csv,gpt-4o-2024-11-20,1.37698,list_price,2026-02-11,,not_available,"list-prices.csv gpt-4o-2024-11-20 / openai / 2024-10-01..open : in 2.5, cached 1.25, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 254 completed evaluations; fresh 16727283, cached read 239530624, cache write 0, output 852059."
agen-epoch-swebench-gpt4o1120-1h4h,excluded.csv,gpt-4o-2024-11-20,0.87542,list_price,2026-02-11,,not_available,"list-prices.csv gpt-4o-2024-11-20 / openai / 2024-10-01..open : in 2.5, cached 1.25, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 2021656, cached read 24359040, cache write 0, output 126468."
agen-epoch-swebench-gpt4o1120-gt4h,excluded.csv,gpt-4o-2024-11-20,0.240179,list_price,2026-02-11,,not_available,"list-prices.csv gpt-4o-2024-11-20 / openai / 2024-10-01..open : in 2.5, cached 1.25, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 80891, cached read 379264, cache write 0, output 4423."
agen-epoch-swebench-gpt51codex-1h4h,excluded.csv,gpt-5.1-2025-11-13,0.801396,list_price,2026-02-17,,not_available,"list-prices.csv gpt-5.1-2025-11-13 / openai / 2025-11-13..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 7534415, cached read 106771200, cache write 0, output 1089421."
agen-epoch-swebench-gpt51high-1h4h,excluded.csv,gpt-5.1-2025-11-13,2.01521,list_price,2026-02-18,,not_available,"list-prices.csv gpt-5.1-2025-11-13 / openai / 2025-11-13..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 25690689, cached read 94283776, cache write 0, output 4074014."
agen-epoch-swebench-gpt51high-gt4h,excluded.csv,gpt-5.1-2025-11-13,1.33933,list_price,2026-02-18,,not_available,"list-prices.csv gpt-5.1-2025-11-13 / openai / 2025-11-13..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1226962, cached read 4504960, cache write 0, output 192118."
agen-epoch-swebench-gpt52high-1h4h,excluded.csv,gpt-5.2-2025-12-11,3.46755,list_price,2026-02-12,,not_available,"list-prices.csv gpt-5.2-2025-12-11 / openai / 2025-12-11..open : in 1.75, cached 0.175, write -, out 14",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 28366610, cached read 165513728, cache write 0, output 4787908."
agen-epoch-swebench-gpt5high-1h4h,excluded.csv,gpt-5,1.82874,list_price,2026-02-06,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 10665223, cached read 158784512, cache write 0, output 4362764."
agen-epoch-swebench-gpt5med-1h4h,excluded.csv,gpt-5,0.934846,list_price,2026-02-05,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 13601078, cached read 47469696, cache write 0, output 1632846."
agen-epoch-swebench-gpt5med-gt4h,excluded.csv,gpt-5,0.726611,list_price,2026-02-05,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1003619, cached read 1856000, cache write 0, output 69331."
agen-epoch-swebench-gpt5mini-1h4h,excluded.csv,gpt-5-mini-2025-08-07,0.143034,list_price,2026-02-01,,not_available,"list-prices.csv gpt-5-mini-2025-08-07 / openai / 2025-08-07..open : in 0.25, cached 0.025, write -, out 2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 17654198, cached read 22901376, cache write 0, output 510681."
agen-epoch-swebench-gpt5mini-gt4h,excluded.csv,gpt-5-mini-2025-08-07,0.145162,list_price,2026-02-01,,not_available,"list-prices.csv gpt-5-mini-2025-08-07 / openai / 2025-08-07..open : in 0.25, cached 0.025, write -, out 2",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 1359559, cached read 757632, cache write 0, output 38328."
agen-epoch-swebench-kimik25-1h4h,excluded.csv,kimi-k2.5,0.300777,list_price,2026-02-17,,not_available,"list-prices.csv kimi-k2.5 / moonshot / 2026-01-27..2026-08-31 : in 0.6, cached 0.1, write -, out 3",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 2499058, cached read 91635200, cache write 0, output 656565."
agen-epoch-swebench-kimik26-gt4h,excluded.csv,kimi-k2.6,0.861975,list_price,2026-05-08,,not_available,"list-prices.csv kimi-k2.6 / moonshot / 2026-04-20..open : in 0.95, cached 0.16, write -, out 4",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 596932, cached read 10703976, cache write 0, output 76551."
agen-epoch-swebench-o3med-1h4h,excluded.csv,o3-2025-04-16,4.6092,list_price,2026-02-12,,not_available,"list-prices.csv o3-2025-04-16 / openai / 2025-06-10..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 14905169, cached read 302460288, cache write 0, output 1568235."
agen-epoch-swebench-o3med-gt4h,excluded.csv,o3-2025-04-16,1.21343,list_price,2026-02-12,,not_available,"list-prices.csv o3-2025-04-16 / openai / 2025-06-10..open : in 2, cached 0.5, write -, out 8",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 557476, cached read 3771008, cache write 0, output 79978."
agen-epoch-swebench-opus4-1h4h,excluded.csv,claude-opus-4,4.91378,list_price,2026-02-06,,not_available,"list-prices.csv claude-opus-4 / anthropic / 2025-05-22..open : in 15, cached 1.5, write 18.75, out 75",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 2567, cached read 77189617, cache write 1916576, output 728268."
agen-epoch-swebench-qwen37max-1h4h,excluded.csv,qwen3.7-max,2.08557,list_price,2026-06-18,,not_available,"list-prices.csv qwen3.7-max / alibaba / 2026-05-21..open : in 2.5, cached 0.25, write 3.125, out 7.5",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 21841272, cached read 43879117, cache write 1176460, output 2445926."
agen-epoch-swebench-sonnet37-1h4h,excluded.csv,claude-3-7-sonnet,0.670525,list_price,2026-02-04,,not_available,"list-prices.csv claude-3-7-sonnet / anthropic / 2025-02-24..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 3660, cached read 46303296, cache write 1604687, output 549501."
agen-epoch-swebench-sonnet45-1h4h,excluded.csv,claude-sonnet-4-5,1.6559,list_price,2026-02-05,,not_available,"list-prices.csv claude-sonnet-4-5 / anthropic / 2025-09-29..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 42 completed evaluations; fresh 3636, cached read 141620208, cache write 2907513, output 1076511."
agen-epoch-swebench-sonnet45-gt4h,excluded.csv,claude-sonnet-4-5,1.39198,list_price,2026-02-05,,not_available,"list-prices.csv claude-sonnet-4-5 / anthropic / 2025-09-29..open : in 3, cached 0.3, write 3.75, out 15",research/epoch-swebench-bins.md,"Inspect model_usage per instance summed over the bin, priced at list and divided by 3 completed evaluations; fresh 234, cached read 7848102, cache write 211642, output 68476."
game-balrog-crafter-gemini25pro,points.csv,gemini-2.5-pro-03-25,0.66591,list_price,2025-04-25,,not_available,"list-prices.csv gemini-2.5-pro-03-25 / google / 2025-04-04..open : in 1.25, cached 0.125, write -, out 10",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 5286229 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 5131."
game-balrog-crafter-grok4,points.csv,grok-4,1.39487,list_price,2025-07-23,,not_available,"list-prices.csv grok-4 / xai / 2025-07-09..open : in 3, cached -, write -, out 15",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 4629787 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 3954."
game-balrog-crafter-gemini25flash,points.csv,gemini-2.5-flash,0.0956637,list_price,2025-07-22,,not_available,"list-prices.csv gemini-2.5-flash / google / 2025-06-17..open : in 0.3, cached 0.03, write -, out 2.5",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3161574 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 3266."
game-balrog-crafter-gpt5minimal,points.csv,gpt-5,0.563244,list_price,2025-08-19,,not_available,"list-prices.csv gpt-5 / openai / 2025-08-07..open : in 1.25, cached 0.125, write -, out 10",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 4294259 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 26462."
game-balrog-crafter-gemini3pro,points.csv,gemini-3-pro,0.817278,list_price,2026-02-03,,not_available,"list-prices.csv gemini-3-pro / google / 2025-11-18..open : in 2, cached 0.2, write -, out 12",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 4063213 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 3863."
game-balrog-crafter-gemini3flash,points.csv,gemini-3-flash-preview,0.200094,list_price,2026-02-13,,not_available,"list-prices.csv gemini-3-flash-preview / google / 2025-12-17..open : in 0.5, cached 0.05, write -, out 3",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3978636 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 3874."
game-balrog-crafter-gemini31pro,points.csv,gemini-3.1-pro-preview,0.761643,list_price,2026-02-21,,not_available,"list-prices.csv gemini-3.1-pro-preview / google / 2026-02-19..open : in 2, cached 0.2, write -, out 12",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3784161 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 4009."
game-balrog-crafter-claudeopus45,points.csv,claude-opus-4-5,2.11779,list_price,2026-02-24,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 4176575 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 11799."
game-balrog-crafter-claudeopus45thinking,points.csv,claude-opus-4-5,4.32295,list_price,2026-02-24,,not_available,"list-prices.csv claude-opus-4-5 / anthropic / 2025-11-24..open : in 5, cached 0.5, write 6.25, out 25",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 5303170 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 668545."
game-balrog-crafter-gemini31prothinking,points.csv,gemini-3.1-pro-preview,1.08306,list_price,2026-02-25,,not_available,"list-prices.csv gemini-3.1-pro-preview / google / 2026-02-19..open : in 2, cached 0.2, write -, out 12",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 5384557 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 5127."
game-balrog-crafter-vlm-claude35sonnet,points.csv,claude-3-5-sonnet-20240620,1.1986,list_price,2024-11-11,,not_available,"list-prices.csv claude-3-5-sonnet-20240620 / anthropic / 2024-06-20..open : in 3, cached 0.3, write 3.75, out 15",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3945345 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 9998."
game-balrog-crafter-vlm-gemini25pro,points.csv,gemini-2.5-pro-03-25,2.16594,list_price,2025-04-25,,not_available,"list-prices.csv gemini-2.5-pro-03-25 / google / 2025-04-04..open : in 1.25, cached 0.125, write -, out 10",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 5117806 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 1526213."
game-balrog-crafter-deepseekr1,points.csv,deepseek-r1,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-rekaflash3,points.csv,reka-flash-3,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-llama32-1b,excluded.csv,llama-3.2-1b-instruct,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-llama32-3b,excluded.csv,llama-3.2-3b-instruct,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-llama31-8b,excluded.csv,llama-3.1-8b-instruct,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-claude35sonnet,excluded.csv,claude-3-5-sonnet-20240620,0.953585,list_price,2024-11-11,,not_available,"list-prices.csv claude-3-5-sonnet-20240620 / anthropic / 2024-06-20..open : in 3, cached 0.3, write 3.75, out 15",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3102483 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 15227."
game-balrog-crafter-qwen25-7b,excluded.csv,qwen2.5-7b-instruct,,not_available,,,not_available,,research/balrog.md,"BALROG ran this open-weight model on its own vLLM or NVIDIA NIM endpoint (research/balrog.md: the twelve vLLM, NIM and xAI rows), so no per-token charge exists."
game-balrog-crafter-claude35haiku,excluded.csv,claude-3-5-haiku-20241022,0.260942,list_price,2024-12-11,,not_available,"list-prices.csv claude-3-5-haiku-20241022 / anthropic / 2024-11-20..open : in 0.8, cached 0.08, write 1, out 4",research/balrog.md,"crafter_summary.json totals over 10 episodes priced at list and divided by 10: input 3223211 (gross; no cache_control, cache_icl False, shared prefix below the automatic-cache threshold), output 7712."
